drug_index,disease_index,drug_name,disease_name,path_type,original_relation,nodes,prefix
14993,29865,Phenobarbital,Lennox-Gastaut syndrome,disease-phenotype-protein-drug,indication,"['Lennox-Gastaut syndrome', 'Focal-onset seizure', 'CHRNA4', 'Phenobarbital']","Question: Is Lennox-Gastaut syndrome an indication for Phenobarbital?
Reasoning: The disease Lennox-Gastaut syndrome is associated with the phenotype Focal-onset seizure, which in turn affects the gene CHRNA4. This gene is targeted by the drug Phenobarbital. These connections suggest that Phenobarbital may be effective in treating Lennox-Gastaut syndrome.
Answer: YES"
15299,32999,Trimethoprim,shigellosis,disease-phenotype-protein-drug,indication,"['shigellosis', 'Vomiting', 'ABCB1', 'Trimethoprim']","Question: Is shigellosis an indication for Trimethoprim?
Reasoning: The disease shigellosis is associated with the phenotype Vomiting, which in turn affects the gene ABCB1. This gene is targeted by the drug Trimethoprim. These connections suggest that Trimethoprim may be effective in treating shigellosis.
Answer: YES"
14737,37423,Carboplatin,ovarian clear cell adenocarcinoma,disease-protein-drug,indication,"['ovarian clear cell adenocarcinoma', 'SOD1', 'Carboplatin']","Question: Is ovarian clear cell adenocarcinoma an indication for Carboplatin?
Reasoning: The disease ovarian clear cell adenocarcinoma is associated with the gene SOD1, which is targeted by the drug Carboplatin. These connections suggest that Carboplatin may be effective in treating ovarian clear cell adenocarcinoma.
Answer: YES"
16347,36172,Ferrous fumarate,hemosiderosis,disease-protein-drug,contraindication,"['hemosiderosis', 'CP', 'Ferrous fumarate']","Question: Is hemosiderosis an indication for Ferrous fumarate?
Reasoning: The disease hemosiderosis is associated with the gene CP, which is not targeted by the drug Ferrous fumarate. These connections suggest that Ferrous fumarate may not be effective in treating hemosiderosis.
Answer: NO"
15424,32797,Cabergoline,IgG4-related retroperitoneal fibrosis,disease-phenotype-protein-drug,contraindication,"['IgG4-related retroperitoneal fibrosis', 'Fever', 'HTR2A', 'Cabergoline']","Question: Is IgG4-related retroperitoneal fibrosis an indication for Cabergoline?
Reasoning: The disease IgG4-related retroperitoneal fibrosis is associated with the phenotype Fever, which in turn affects the gene HTR2A. This gene is not targeted by the drug Cabergoline. These connections suggest that Cabergoline may not be effective in treating IgG4-related retroperitoneal fibrosis.
Answer: NO"
14945,37115,Sorafenib,squamous cell carcinoma of liver and intrahepatic biliary tract,disease-protein-drug,indication,"['squamous cell carcinoma of liver and intrahepatic biliary tract', 'ABCB1', 'Sorafenib']","Question: Is squamous cell carcinoma of liver and intrahepatic biliary tract an indication for Sorafenib?
Reasoning: The disease squamous cell carcinoma of liver and intrahepatic biliary tract is associated with the gene ABCB1, which is targeted by the drug Sorafenib. These connections suggest that Sorafenib may be effective in treating squamous cell carcinoma of liver and intrahepatic biliary tract.
Answer: YES"
16314,37785,Dicyclomine,ulcerative colitis (disease),disease-protein-drug,contraindication,"['ulcerative colitis (disease)', 'CCNY', 'Dicyclomine']","Question: Is ulcerative colitis (disease) an indication for Dicyclomine?
Reasoning: The disease ulcerative colitis (disease) is associated with the gene CCNY, which is not targeted by the drug Dicyclomine. These connections suggest that Dicyclomine may not be effective in treating ulcerative colitis (disease).
Answer: NO"
14161,28313,Olanzapine,schizophrenia,disease-protein-drug,indication,"['schizophrenia', 'ABCB1', 'Olanzapine']","Question: Is schizophrenia an indication for Olanzapine?
Reasoning: The disease schizophrenia is associated with the gene ABCB1, which is targeted by the drug Olanzapine. These connections suggest that Olanzapine may be effective in treating schizophrenia.
Answer: YES"
14137,83805,Butabarbital,hepatic coma,disease-protein-drug,contraindication,"['hepatic coma', 'GABRA1', 'Butabarbital']","Question: Is hepatic coma an indication for Butabarbital?
Reasoning: The disease hepatic coma is associated with the gene GABRA1, which is not targeted by the drug Butabarbital. These connections suggest that Butabarbital may not be effective in treating hepatic coma.
Answer: NO"
14206,27292,Chloroquine,glycogen storage disease,disease-phenotype-protein-drug,contraindication,"['glycogen storage disease', 'Fasting hypoglycemia', 'TNF', 'Chloroquine']","Question: Is glycogen storage disease an indication for Chloroquine?
Reasoning: The disease glycogen storage disease is associated with the phenotype Fasting hypoglycemia, which in turn affects the gene TNF. This gene is not targeted by the drug Chloroquine. These connections suggest that Chloroquine may not be effective in treating glycogen storage disease.
Answer: NO"
14424,33577,Methylene blue,hypertensive disorder,disease-protein-drug,contraindication,"['hypertensive disorder', 'CYP3A5', 'Methylene blue']","Question: Is hypertensive disorder an indication for Methylene blue?
Reasoning: The disease hypertensive disorder is associated with the gene CYP3A5, which is not targeted by the drug Methylene blue. These connections suggest that Methylene blue may not be effective in treating hypertensive disorder.
Answer: NO"
15104,33575,Dextromethorphan,diabetes mellitus (disease),disease-protein-drug,contraindication,"['diabetes mellitus (disease)', 'CYBA', 'Dextromethorphan']","Question: Is diabetes mellitus (disease) an indication for Dextromethorphan?
Reasoning: The disease diabetes mellitus (disease) is associated with the gene CYBA, which is not targeted by the drug Dextromethorphan. These connections suggest that Dextromethorphan may not be effective in treating diabetes mellitus (disease).
Answer: NO"
14685,33680,Progesterone,endometriosis (disease),disease-protein-drug,indication,"['endometriosis (disease)', 'NR3C1', 'Progesterone']","Question: Is endometriosis (disease) an indication for Progesterone?
Reasoning: The disease endometriosis (disease) is associated with the gene NR3C1, which is targeted by the drug Progesterone. These connections suggest that Progesterone may be effective in treating endometriosis (disease).
Answer: YES"
14955,38312,Vincristine,hereditary hyperbilirubinemia,disease-protein-drug,contraindication,"['hereditary hyperbilirubinemia', 'SLCO1B3', 'Vincristine']","Question: Is hereditary hyperbilirubinemia an indication for Vincristine?
Reasoning: The disease hereditary hyperbilirubinemia is associated with the gene SLCO1B3, which is not targeted by the drug Vincristine. These connections suggest that Vincristine may not be effective in treating hereditary hyperbilirubinemia.
Answer: NO"
14321,30093,Levodopa,parkinsonian-pyramidal syndrome,disease-protein-drug,indication,"['parkinsonian-pyramidal syndrome', 'DRD2', 'Levodopa']","Question: Is parkinsonian-pyramidal syndrome an indication for Levodopa?
Reasoning: The disease parkinsonian-pyramidal syndrome is associated with the gene DRD2, which is targeted by the drug Levodopa. These connections suggest that Levodopa may be effective in treating parkinsonian-pyramidal syndrome.
Answer: YES"
14383,35966,Oxymetholone,prostate cancer,disease-protein-drug,contraindication,"['prostate cancer', 'CYP3A43', 'Oxymetholone']","Question: Is prostate cancer an indication for Oxymetholone?
Reasoning: The disease prostate cancer is associated with the gene CYP3A43, which is not targeted by the drug Oxymetholone. These connections suggest that Oxymetholone may not be effective in treating prostate cancer.
Answer: NO"
19222,35735,Isocarboxazid,sympathetic paraganglioma,disease-protein-drug,contraindication,"['sympathetic paraganglioma', 'MAOA', 'Isocarboxazid']","Question: Is sympathetic paraganglioma an indication for Isocarboxazid?
Reasoning: The disease sympathetic paraganglioma is associated with the gene MAOA, which is not targeted by the drug Isocarboxazid. These connections suggest that Isocarboxazid may not be effective in treating sympathetic paraganglioma.
Answer: NO"
14270,83824,Ethinylestradiol,myocardial infarction,disease-protein-drug,contraindication,"['myocardial infarction', 'ESR1', 'Ethinylestradiol']","Question: Is myocardial infarction an indication for Ethinylestradiol?
Reasoning: The disease myocardial infarction is associated with the gene ESR1, which is not targeted by the drug Ethinylestradiol. These connections suggest that Ethinylestradiol may not be effective in treating myocardial infarction.
Answer: NO"
14060,83824,Levothyroxine,myocardial infarction,disease-protein-drug,contraindication,"['myocardial infarction', 'ITGB3', 'Levothyroxine']","Question: Is myocardial infarction an indication for Levothyroxine?
Reasoning: The disease myocardial infarction is associated with the gene ITGB3, which is not targeted by the drug Levothyroxine. These connections suggest that Levothyroxine may not be effective in treating myocardial infarction.
Answer: NO"
14331,35764,Polythiazide,kidney disease,disease-protein-drug,contraindication,"['kidney disease', 'ALB', 'Polythiazide']","Question: Is kidney disease an indication for Polythiazide?
Reasoning: The disease kidney disease is associated with the gene ALB, which is not targeted by the drug Polythiazide. These connections suggest that Polythiazide may not be effective in treating kidney disease.
Answer: NO"
16014,28780,Chlorprothixene,Alzheimer disease,disease-protein-drug,contraindication,"['Alzheimer disease', 'TOMM40', 'Chlorprothixene']","Question: Is Alzheimer disease an indication for Chlorprothixene?
Reasoning: The disease Alzheimer disease is associated with the gene TOMM40, which is not targeted by the drug Chlorprothixene. These connections suggest that Chlorprothixene may not be effective in treating Alzheimer disease.
Answer: NO"
14320,39773,Dexamethasone,allergic asthma,disease-protein-drug,indication,"['allergic asthma', 'HSD11B2', 'Dexamethasone']","Question: Is allergic asthma an indication for Dexamethasone?
Reasoning: The disease allergic asthma is associated with the gene HSD11B2, which is targeted by the drug Dexamethasone. These connections suggest that Dexamethasone may be effective in treating allergic asthma.
Answer: YES"
15116,83841,Paroxetine,endogenous depression,disease-protein-drug,indication,"['endogenous depression', 'DRD2', 'Paroxetine']","Question: Is endogenous depression an indication for Paroxetine?
Reasoning: The disease endogenous depression is associated with the gene DRD2, which is targeted by the drug Paroxetine. These connections suggest that Paroxetine may be effective in treating endogenous depression.
Answer: YES"
14540,37703,Amoxapine,neurotic disorder,disease-protein-drug,indication,"['neurotic disorder', 'SLC6A3', 'Amoxapine']","Question: Is neurotic disorder an indication for Amoxapine?
Reasoning: The disease neurotic disorder is associated with the gene SLC6A3, which is targeted by the drug Amoxapine. These connections suggest that Amoxapine may be effective in treating neurotic disorder.
Answer: YES"
15094,83763,Mirtazapine,manic bipolar affective disorder,disease-protein-drug,contraindication,"['manic bipolar affective disorder', 'HTR2A', 'Mirtazapine']","Question: Is manic bipolar affective disorder an indication for Mirtazapine?
Reasoning: The disease manic bipolar affective disorder is associated with the gene HTR2A, which is not targeted by the drug Mirtazapine. These connections suggest that Mirtazapine may not be effective in treating manic bipolar affective disorder.
Answer: NO"
16014,28780,Chlorprothixene,Alzheimer disease,disease-phenotype-protein-drug,contraindication,"['Alzheimer disease', 'Seizure', 'PIGP', 'Chlorprothixene']","Question: Is Alzheimer disease an indication for Chlorprothixene?
Reasoning: The disease Alzheimer disease is associated with the phenotype Seizure, which in turn affects the gene PIGP. This gene is not targeted by the drug Chlorprothixene. These connections suggest that Chlorprothixene may not be effective in treating Alzheimer disease.
Answer: NO"
15539,35771,Ixabepilone,breast neoplasm,disease-protein-drug,indication,"['breast neoplasm', 'CYP3A4', 'Ixabepilone']","Question: Is breast neoplasm an indication for Ixabepilone?
Reasoning: The disease breast neoplasm is associated with the gene CYP3A4, which is targeted by the drug Ixabepilone. These connections suggest that Ixabepilone may be effective in treating breast neoplasm.
Answer: YES"
14196,32241,Propranolol,laryngotracheal angioma,disease-phenotype-protein-drug,indication,"['laryngotracheal angioma', 'Vomiting', 'ABCB1', 'Propranolol']","Question: Is laryngotracheal angioma an indication for Propranolol?
Reasoning: The disease laryngotracheal angioma is associated with the phenotype Vomiting, which in turn affects the gene ABCB1. This gene is targeted by the drug Propranolol. These connections suggest that Propranolol may be effective in treating laryngotracheal angioma.
Answer: YES"
14952,28780,Haloperidol,Alzheimer disease,disease-phenotype-protein-drug,contraindication,"['Alzheimer disease', 'Seizure', 'DRD1', 'Haloperidol']","Question: Is Alzheimer disease an indication for Haloperidol?
Reasoning: The disease Alzheimer disease is associated with the phenotype Seizure, which in turn affects the gene DRD1. This gene is not targeted by the drug Haloperidol. These connections suggest that Haloperidol may not be effective in treating Alzheimer disease.
Answer: NO"
15222,83841,Levomilnacipran,endogenous depression,disease-protein-drug,indication,"['endogenous depression', 'SLC6A4', 'Levomilnacipran']","Question: Is endogenous depression an indication for Levomilnacipran?
Reasoning: The disease endogenous depression is associated with the gene SLC6A4, which is targeted by the drug Levomilnacipran. These connections suggest that Levomilnacipran may be effective in treating endogenous depression.
Answer: YES"
14269,35641,Methylprednisolone,epilepsy,disease-protein-drug,contraindication,"['epilepsy', 'ALB', 'Methylprednisolone']","Question: Is epilepsy an indication for Methylprednisolone?
Reasoning: The disease epilepsy is associated with the gene ALB, which is not targeted by the drug Methylprednisolone. These connections suggest that Methylprednisolone may not be effective in treating epilepsy.
Answer: NO"
14275,27292,Doxorubicin,glycogen storage disease,disease-phenotype-protein-drug,contraindication,"['glycogen storage disease', 'Elevated hepatic transaminase', 'NOS2', 'Doxorubicin']","Question: Is glycogen storage disease an indication for Doxorubicin?
Reasoning: The disease glycogen storage disease is associated with the phenotype Elevated hepatic transaminase, which in turn affects the gene NOS2. This gene is not targeted by the drug Doxorubicin. These connections suggest that Doxorubicin may not be effective in treating glycogen storage disease.
Answer: NO"
15517,37703,Prazepam,neurotic disorder,disease-protein-drug,contraindication,"['neurotic disorder', 'GABRB3', 'Prazepam']","Question: Is neurotic disorder an indication for Prazepam?
Reasoning: The disease neurotic disorder is associated with the gene GABRB3, which is not targeted by the drug Prazepam. These connections suggest that Prazepam may not be effective in treating neurotic disorder.
Answer: NO"
14999,38242,Quetiapine,bipolar disorder,disease-protein-drug,indication,"['bipolar disorder', 'DRD4', 'Quetiapine']","Question: Is bipolar disorder an indication for Quetiapine?
Reasoning: The disease bipolar disorder is associated with the gene DRD4, which is targeted by the drug Quetiapine. These connections suggest that Quetiapine may be effective in treating bipolar disorder.
Answer: YES"
15001,28780,Paliperidone,Alzheimer disease,disease-phenotype-protein-drug,contraindication,"['Alzheimer disease', 'Seizure', 'DRD2', 'Paliperidone']","Question: Is Alzheimer disease an indication for Paliperidone?
Reasoning: The disease Alzheimer disease is associated with the phenotype Seizure, which in turn affects the gene DRD2. This gene is not targeted by the drug Paliperidone. These connections suggest that Paliperidone may not be effective in treating Alzheimer disease.
Answer: NO"
14137,27933,Butabarbital,anxiety disorder,disease-protein-drug,contraindication,"['anxiety disorder', 'GRIK4', 'Butabarbital']","Question: Is anxiety disorder an indication for Butabarbital?
Reasoning: The disease anxiety disorder is associated with the gene GRIK4, which is not targeted by the drug Butabarbital. These connections suggest that Butabarbital may not be effective in treating anxiety disorder.
Answer: NO"
14540,83760,Amoxapine,dysthymic disorder,disease-protein-drug,indication,"['dysthymic disorder', 'GABRA3', 'Amoxapine']","Question: Is dysthymic disorder an indication for Amoxapine?
Reasoning: The disease dysthymic disorder is associated with the gene GABRA3, which is targeted by the drug Amoxapine. These connections suggest that Amoxapine may be effective in treating dysthymic disorder.
Answer: YES"
14161,38957,Olanzapine,major depressive disorder,disease-protein-drug,indication,"['major depressive disorder', 'HTR2C', 'Olanzapine']","Question: Is major depressive disorder an indication for Olanzapine?
Reasoning: The disease major depressive disorder is associated with the gene HTR2C, which is targeted by the drug Olanzapine. These connections suggest that Olanzapine may be effective in treating major depressive disorder.
Answer: YES"
14221,29061,Norethisterone,endometriosis of uterus,disease-protein-drug,indication,"['endometriosis of uterus', 'PGR', 'Norethisterone']","Question: Is endometriosis of uterus an indication for Norethisterone?
Reasoning: The disease endometriosis of uterus is associated with the gene PGR, which is targeted by the drug Norethisterone. These connections suggest that Norethisterone may be effective in treating endometriosis of uterus.
Answer: YES"
16056,30093,Procyclidine,parkinsonian-pyramidal syndrome,disease-phenotype-protein-drug,indication,"['parkinsonian-pyramidal syndrome', 'Tremor', 'CHRM4', 'Procyclidine']","Question: Is parkinsonian-pyramidal syndrome an indication for Procyclidine?
Reasoning: The disease parkinsonian-pyramidal syndrome is associated with the phenotype Tremor, which in turn affects the gene CHRM4. This gene is targeted by the drug Procyclidine. These connections suggest that Procyclidine may be effective in treating parkinsonian-pyramidal syndrome.
Answer: YES"
15211,83840,Desvenlafaxine,unipolar depression,disease-protein-drug,indication,"['unipolar depression', 'SLC6A3', 'Desvenlafaxine']","Question: Is unipolar depression an indication for Desvenlafaxine?
Reasoning: The disease unipolar depression is associated with the gene SLC6A3, which is targeted by the drug Desvenlafaxine. These connections suggest that Desvenlafaxine may be effective in treating unipolar depression.
Answer: YES"
14299,33091,Sertraline,serotonin syndrome,disease-phenotype-protein-drug,contraindication,"['serotonin syndrome', 'Seizure', 'SLC6A2', 'Sertraline']","Question: Is serotonin syndrome an indication for Sertraline?
Reasoning: The disease serotonin syndrome is associated with the phenotype Seizure, which in turn affects the gene SLC6A2. This gene is not targeted by the drug Sertraline. These connections suggest that Sertraline may not be effective in treating serotonin syndrome.
Answer: NO"
14952,35641,Haloperidol,epilepsy,disease-protein-drug,contraindication,"['epilepsy', 'SIGMAR1', 'Haloperidol']","Question: Is epilepsy an indication for Haloperidol?
Reasoning: The disease epilepsy is associated with the gene SIGMAR1, which is not targeted by the drug Haloperidol. These connections suggest that Haloperidol may not be effective in treating epilepsy.
Answer: NO"
15778,27219,Tolazamide,hypogonadotropic hypogonadism with or without anosmia,disease-phenotype-protein-drug,contraindication,"['hypogonadotropic hypogonadism with or without anosmia', 'Short stature', 'IGFALS', 'Tolazamide']","Question: Is hypogonadotropic hypogonadism with or without anosmia an indication for Tolazamide?
Reasoning: The disease hypogonadotropic hypogonadism with or without anosmia is associated with the phenotype Short stature, which in turn affects the gene IGFALS. This gene is not targeted by the drug Tolazamide. These connections suggest that Tolazamide may not be effective in treating hypogonadotropic hypogonadism with or without anosmia.
Answer: NO"
14286,27626,Rifampicin,thrombocytopenia,disease-phenotype-protein-drug,contraindication,"['thrombocytopenia', 'Thrombocytopenia', 'ALB', 'Rifampicin']","Question: Is thrombocytopenia an indication for Rifampicin?
Reasoning: The disease thrombocytopenia is associated with the phenotype Thrombocytopenia, which in turn affects the gene ALB. This gene is not targeted by the drug Rifampicin. These connections suggest that Rifampicin may not be effective in treating thrombocytopenia.
Answer: NO"
16014,33454,Chlorprothixene,neuroleptic malignant syndrome,disease-phenotype-protein-drug,contraindication,"['neuroleptic malignant syndrome', 'Bradycardia', 'DRD2', 'Chlorprothixene']","Question: Is neuroleptic malignant syndrome an indication for Chlorprothixene?
Reasoning: The disease neuroleptic malignant syndrome is associated with the phenotype Bradycardia, which in turn affects the gene DRD2. This gene is not targeted by the drug Chlorprothixene. These connections suggest that Chlorprothixene may not be effective in treating neuroleptic malignant syndrome.
Answer: NO"
14323,28313,Aripiprazole,schizophrenia,disease-protein-drug,indication,"['schizophrenia', 'DRD3', 'Aripiprazole']","Question: Is schizophrenia an indication for Aripiprazole?
Reasoning: The disease schizophrenia is associated with the gene DRD3, which is targeted by the drug Aripiprazole. These connections suggest that Aripiprazole may be effective in treating schizophrenia.
Answer: YES"
15119,28313,Tranylcypromine,schizophrenia,disease-protein-drug,contraindication,"['schizophrenia', 'CYP1A2', 'Tranylcypromine']","Question: Is schizophrenia an indication for Tranylcypromine?
Reasoning: The disease schizophrenia is associated with the gene CYP1A2, which is not targeted by the drug Tranylcypromine. These connections suggest that Tranylcypromine may not be effective in treating schizophrenia.
Answer: NO"
14237,83824,Acyclovir,myocardial infarction,disease-protein-drug,contraindication,"['myocardial infarction', 'CKM', 'Acyclovir']","Question: Is myocardial infarction an indication for Acyclovir?
Reasoning: The disease myocardial infarction is associated with the gene CKM, which is not targeted by the drug Acyclovir. These connections suggest that Acyclovir may not be effective in treating myocardial infarction.
Answer: NO"
15416,33115,Lorazepam,absence epilepsy,disease-protein-drug,indication,"['absence epilepsy', 'GABRB3', 'Lorazepam']","Question: Is absence epilepsy an indication for Lorazepam?
Reasoning: The disease absence epilepsy is associated with the gene GABRB3, which is targeted by the drug Lorazepam. These connections suggest that Lorazepam may be effective in treating absence epilepsy.
Answer: YES"
14320,36091,Dexamethasone,atopic conjunctivitis,disease-phenotype-protein-drug,indication,"['atopic conjunctivitis', 'Allergy', 'CYP1A1', 'Dexamethasone']","Question: Is atopic conjunctivitis an indication for Dexamethasone?
Reasoning: The disease atopic conjunctivitis is associated with the phenotype Allergy, which in turn affects the gene CYP1A1. This gene is targeted by the drug Dexamethasone. These connections suggest that Dexamethasone may be effective in treating atopic conjunctivitis.
Answer: YES"
14173,28313,Imipramine,schizophrenia,disease-protein-drug,contraindication,"['schizophrenia', 'HTR6', 'Imipramine']","Question: Is schizophrenia an indication for Imipramine?
Reasoning: The disease schizophrenia is associated with the gene HTR6, which is not targeted by the drug Imipramine. These connections suggest that Imipramine may not be effective in treating schizophrenia.
Answer: NO"
14230,27286,Tetracycline,galactosemia,disease-phenotype-protein-drug,contraindication,"['galactosemia', 'Hepatomegaly', 'ALB', 'Tetracycline']","Question: Is galactosemia an indication for Tetracycline?
Reasoning: The disease galactosemia is associated with the phenotype Hepatomegaly, which in turn affects the gene ALB. This gene is not targeted by the drug Tetracycline. These connections suggest that Tetracycline may not be effective in treating galactosemia.
Answer: NO"
15100,28396,Prochlorperazine,multiple system atrophy,disease-phenotype-protein-drug,contraindication,"['multiple system atrophy', 'Resting tremor', 'CYP2D6', 'Prochlorperazine']","Question: Is multiple system atrophy an indication for Prochlorperazine?
Reasoning: The disease multiple system atrophy is associated with the phenotype Resting tremor, which in turn affects the gene CYP2D6. This gene is not targeted by the drug Prochlorperazine. These connections suggest that Prochlorperazine may not be effective in treating multiple system atrophy.
Answer: NO"
16314,37785,Dicyclomine,ulcerative colitis (disease),disease-protein-drug,contraindication,"['ulcerative colitis (disease)', 'HERC2', 'Dicyclomine']","Question: Is ulcerative colitis (disease) an indication for Dicyclomine?
Reasoning: The disease ulcerative colitis (disease) is associated with the gene HERC2, which is not targeted by the drug Dicyclomine. These connections suggest that Dicyclomine may not be effective in treating ulcerative colitis (disease).
Answer: NO"
14206,30035,Chloroquine,substance abuse/dependence,disease-protein-drug,contraindication,"['substance abuse/dependence', 'CYP2D6', 'Chloroquine']","Question: Is substance abuse/dependence an indication for Chloroquine?
Reasoning: The disease substance abuse/dependence is associated with the gene CYP2D6, which is not targeted by the drug Chloroquine. These connections suggest that Chloroquine may not be effective in treating substance abuse/dependence.
Answer: NO"
14945,29646,Sorafenib,hepatocellular carcinoma,disease-phenotype-protein-drug,indication,"['hepatocellular carcinoma', 'Elevated hepatic transaminase', 'CYP1A2', 'Sorafenib']","Question: Is hepatocellular carcinoma an indication for Sorafenib?
Reasoning: The disease hepatocellular carcinoma is associated with the phenotype Elevated hepatic transaminase, which in turn affects the gene CYP1A2. This gene is targeted by the drug Sorafenib. These connections suggest that Sorafenib may be effective in treating hepatocellular carcinoma.
Answer: YES"
14030,32746,Prednisolone,Stevens-Johnson syndrome,disease-phenotype-protein-drug,indication,"['Stevens-Johnson syndrome', 'Thrombocytopenia', 'ALB', 'Prednisolone']","Question: Is Stevens-Johnson syndrome an indication for Prednisolone?
Reasoning: The disease Stevens-Johnson syndrome is associated with the phenotype Thrombocytopenia, which in turn affects the gene ALB. This gene is targeted by the drug Prednisolone. These connections suggest that Prednisolone may be effective in treating Stevens-Johnson syndrome.
Answer: YES"
14809,35894,Methyldopa,duodenum cancer,disease-protein-drug,contraindication,"['duodenum cancer', 'COMT', 'Methyldopa']","Question: Is duodenum cancer an indication for Methyldopa?
Reasoning: The disease duodenum cancer is associated with the gene COMT, which is not targeted by the drug Methyldopa. These connections suggest that Methyldopa may not be effective in treating duodenum cancer.
Answer: NO"
14559,83831,Calcitriol,acute urate nephropathy,disease-protein-drug,contraindication,"['acute urate nephropathy', 'CYP24A1', 'Calcitriol']","Question: Is acute urate nephropathy an indication for Calcitriol?
Reasoning: The disease acute urate nephropathy is associated with the gene CYP24A1, which is not targeted by the drug Calcitriol. These connections suggest that Calcitriol may not be effective in treating acute urate nephropathy.
Answer: NO"
14955,84161,Vincristine,intravascular large B-cell lymphoma,disease-protein-drug,indication,"['intravascular large B-cell lymphoma', 'ABCG2', 'Vincristine']","Question: Is intravascular large B-cell lymphoma an indication for Vincristine?
Reasoning: The disease intravascular large B-cell lymphoma is associated with the gene ABCG2, which is targeted by the drug Vincristine. These connections suggest that Vincristine may be effective in treating intravascular large B-cell lymphoma.
Answer: YES"
14993,29865,Phenobarbital,Lennox-Gastaut syndrome,disease-phenotype-protein-drug,indication,"['Lennox-Gastaut syndrome', 'Focal-onset seizure', 'ABCC2', 'Phenobarbital']","Question: Is Lennox-Gastaut syndrome an indication for Phenobarbital?
Reasoning: The disease Lennox-Gastaut syndrome is associated with the phenotype Focal-onset seizure, which in turn affects the gene ABCC2. This gene is targeted by the drug Phenobarbital. These connections suggest that Phenobarbital may be effective in treating Lennox-Gastaut syndrome.
Answer: YES"
14582,29113,Nadolol,diabetic ketoacidosis,disease-phenotype-protein-drug,contraindication,"['diabetic ketoacidosis', 'Insulin resistance', 'ADRB2', 'Nadolol']","Question: Is diabetic ketoacidosis an indication for Nadolol?
Reasoning: The disease diabetic ketoacidosis is associated with the phenotype Insulin resistance, which in turn affects the gene ADRB2. This gene is not targeted by the drug Nadolol. These connections suggest that Nadolol may not be effective in treating diabetic ketoacidosis.
Answer: NO"
14287,33598,Ibuprofen,stroke disorder,disease-protein-drug,contraindication,"['stroke disorder', 'PTGS2', 'Ibuprofen']","Question: Is stroke disorder an indication for Ibuprofen?
Reasoning: The disease stroke disorder is associated with the gene PTGS2, which is not targeted by the drug Ibuprofen. These connections suggest that Ibuprofen may not be effective in treating stroke disorder.
Answer: NO"
14424,33440,Methylene blue,thrombocytopenic purpura,disease-phenotype-protein-drug,contraindication,"['thrombocytopenic purpura', 'Seizure', 'NOS1', 'Methylene blue']","Question: Is thrombocytopenic purpura an indication for Methylene blue?
Reasoning: The disease thrombocytopenic purpura is associated with the phenotype Seizure, which in turn affects the gene NOS1. This gene is not targeted by the drug Methylene blue. These connections suggest that Methylene blue may not be effective in treating thrombocytopenic purpura.
Answer: NO"
14140,28780,Ziprasidone,Alzheimer disease,disease-phenotype-protein-drug,contraindication,"['Alzheimer disease', 'Memory impairment', 'CHRM1', 'Ziprasidone']","Question: Is Alzheimer disease an indication for Ziprasidone?
Reasoning: The disease Alzheimer disease is associated with the phenotype Memory impairment, which in turn affects the gene CHRM1. This gene is not targeted by the drug Ziprasidone. These connections suggest that Ziprasidone may not be effective in treating Alzheimer disease.
Answer: NO"
15209,27933,Vilazodone,anxiety disorder,disease-protein-drug,indication,"['anxiety disorder', 'SLC6A4', 'Vilazodone']","Question: Is anxiety disorder an indication for Vilazodone?
Reasoning: The disease anxiety disorder is associated with the gene SLC6A4, which is targeted by the drug Vilazodone. These connections suggest that Vilazodone may be effective in treating anxiety disorder.
Answer: YES"
16344,36214,Ferrous gluconate,iron metabolism disease,disease-protein-drug,contraindication,"['iron metabolism disease', 'CP', 'Ferrous gluconate']","Question: Is iron metabolism disease an indication for Ferrous gluconate?
Reasoning: The disease iron metabolism disease is associated with the gene CP, which is not targeted by the drug Ferrous gluconate. These connections suggest that Ferrous gluconate may not be effective in treating iron metabolism disease.
Answer: NO"
14542,27933,Maprotiline,anxiety disorder,disease-protein-drug,indication,"['anxiety disorder', 'HTR2C', 'Maprotiline']","Question: Is anxiety disorder an indication for Maprotiline?
Reasoning: The disease anxiety disorder is associated with the gene HTR2C, which is targeted by the drug Maprotiline. These connections suggest that Maprotiline may be effective in treating anxiety disorder.
Answer: YES"
14938,37703,Reserpine,neurotic disorder,disease-protein-drug,contraindication,"['neurotic disorder', 'SLC18A2', 'Reserpine']","Question: Is neurotic disorder an indication for Reserpine?
Reasoning: The disease neurotic disorder is associated with the gene SLC18A2, which is not targeted by the drug Reserpine. These connections suggest that Reserpine may not be effective in treating neurotic disorder.
Answer: NO"
14321,32974,Levodopa,atypical juvenile parkinsonism,disease-protein-drug,indication,"['atypical juvenile parkinsonism', 'DDC', 'Levodopa']","Question: Is atypical juvenile parkinsonism an indication for Levodopa?
Reasoning: The disease atypical juvenile parkinsonism is associated with the gene DDC, which is targeted by the drug Levodopa. These connections suggest that Levodopa may be effective in treating atypical juvenile parkinsonism.
Answer: YES"
14325,33188,Clomipramine,neuroblastoma,disease-protein-drug,contraindication,"['neuroblastoma', 'ABCB1', 'Clomipramine']","Question: Is neuroblastoma an indication for Clomipramine?
Reasoning: The disease neuroblastoma is associated with the gene ABCB1, which is not targeted by the drug Clomipramine. These connections suggest that Clomipramine may not be effective in treating neuroblastoma.
Answer: NO"
