drug_index,disease_index,drug_name,disease_name,path_type,original_relation,nodes,prefix
15082,83840,Citalopram,unipolar depression,disease-protein-drug,indication,"['unipolar depression', 'ABCB1', 'Citalopram']","Question: Is unipolar depression an indication for Citalopram?
Answer: YES"
14314,84242,Naloxone,morphine dependence,disease-protein-drug,indication,"['morphine dependence', 'CREB1', 'Naloxone']","Question: Is morphine dependence an indication for Naloxone?
Answer: YES"
14140,28396,Ziprasidone,multiple system atrophy,disease-phenotype-protein-drug,contraindication,"['multiple system atrophy', 'Postural tremor', 'CHRM4', 'Ziprasidone']","Question: Is multiple system atrophy an indication for Ziprasidone?
Answer: NO"
14189,37703,Nortriptyline,neurotic disorder,disease-protein-drug,indication,"['neurotic disorder', 'HTR2C', 'Nortriptyline']","Question: Is neurotic disorder an indication for Nortriptyline?
Answer: YES"
14962,38957,Trazodone,major depressive disorder,disease-protein-drug,indication,"['major depressive disorder', 'SLC6A4', 'Trazodone']","Question: Is major depressive disorder an indication for Trazodone?
Answer: YES"
14275,27476,Doxorubicin,Gilbert syndrome,disease-protein-drug,contraindication,"['Gilbert syndrome', 'ABCC2', 'Doxorubicin']","Question: Is Gilbert syndrome an indication for Doxorubicin?
Answer: NO"
15176,35771,Everolimus,breast neoplasm,disease-protein-drug,indication,"['breast neoplasm', 'SLCO1B1', 'Everolimus']","Question: Is breast neoplasm an indication for Everolimus?
Answer: YES"
15119,35895,Tranylcypromine,small intestine cancer,disease-protein-drug,contraindication,"['small intestine cancer', 'MAOA', 'Tranylcypromine']","Question: Is small intestine cancer an indication for Tranylcypromine?
Answer: NO"
15493,32468,Bromocriptine,postencephalitic Parkinson disease,disease-phenotype-protein-drug,indication,"['postencephalitic Parkinson disease', 'Resting tremor', 'HTR1A', 'Bromocriptine']","Question: Is postencephalitic Parkinson disease an indication for Bromocriptine?
Answer: YES"
17724,84242,Methadyl acetate,morphine dependence,disease-protein-drug,indication,"['morphine dependence', 'OPRM1', 'Methadyl acetate']","Question: Is morphine dependence an indication for Methadyl acetate?
Answer: YES"
14940,27669,Lidocaine,familial dilated cardiomyopathy,disease-phenotype-protein-drug,contraindication,"['familial dilated cardiomyopathy', 'Arrhythmia', 'SLC22A5', 'Lidocaine']","Question: Is familial dilated cardiomyopathy an indication for Lidocaine?
Answer: NO"
14314,30035,Naloxone,substance abuse/dependence,disease-protein-drug,indication,"['substance abuse/dependence', 'ESR1', 'Naloxone']","Question: Is substance abuse/dependence an indication for Naloxone?
Answer: YES"
14402,33605,Pitavastatin,hypotensive disorder,disease-protein-drug,contraindication,"['hypotensive disorder', 'ALB', 'Pitavastatin']","Question: Is hypotensive disorder an indication for Pitavastatin?
Answer: NO"
14758,83899,Capecitabine,gastric linitis plastica,disease-protein-drug,indication,"['gastric linitis plastica', 'DPYD', 'Capecitabine']","Question: Is gastric linitis plastica an indication for Capecitabine?
Answer: YES"
14161,29637,Olanzapine,prolactin producing pituitary gland tumor,disease-phenotype-protein-drug,contraindication,"['prolactin producing pituitary gland tumor', 'Seizure', 'DRD3', 'Olanzapine']","Question: Is prolactin producing pituitary gland tumor an indication for Olanzapine?
Answer: NO"
14161,83763,Olanzapine,manic bipolar affective disorder,disease-protein-drug,indication,"['manic bipolar affective disorder', 'HTR2A', 'Olanzapine']","Question: Is manic bipolar affective disorder an indication for Olanzapine?
Answer: YES"
14223,33605,Risperidone,hypotensive disorder,disease-protein-drug,contraindication,"['hypotensive disorder', 'DRD2', 'Risperidone']","Question: Is hypotensive disorder an indication for Risperidone?
Answer: NO"
20302,32384,Potassium Iodide,adrenal insufficiency,disease-phenotype-protein-drug,contraindication,"['adrenal insufficiency', 'Seizure', 'FDFT1', 'Potassium Iodide']","Question: Is adrenal insufficiency an indication for Potassium Iodide?
Answer: NO"
14161,33449,Olanzapine,severe congenital neutropenia,disease-phenotype-protein-drug,contraindication,"['severe congenital neutropenia', 'Fever', 'HTR2A', 'Olanzapine']","Question: Is severe congenital neutropenia an indication for Olanzapine?
Answer: NO"
15116,83760,Paroxetine,dysthymic disorder,disease-protein-drug,indication,"['dysthymic disorder', 'HTR1D', 'Paroxetine']","Question: Is dysthymic disorder an indication for Paroxetine?
Answer: YES"
14787,27286,Flutamide,galactosemia,disease-phenotype-protein-drug,contraindication,"['galactosemia', 'Hepatomegaly', 'NR1I2', 'Flutamide']","Question: Is galactosemia an indication for Flutamide?
Answer: NO"
14176,33454,Fluoxetine,neuroleptic malignant syndrome,disease-phenotype-protein-drug,contraindication,"['neuroleptic malignant syndrome', 'Nausea', 'ABCB1', 'Fluoxetine']","Question: Is neuroleptic malignant syndrome an indication for Fluoxetine?
Answer: NO"
15914,33314,Minocycline,leptospirosis,disease-phenotype-protein-drug,indication,"['leptospirosis', 'Hepatomegaly', 'MAPK14', 'Minocycline']","Question: Is leptospirosis an indication for Minocycline?
Answer: YES"
14238,32325,Naproxen,juvenile idiopathic arthritis,disease-phenotype-protein-drug,indication,"['juvenile idiopathic arthritis', 'Splenomegaly', 'CYP1A2', 'Naproxen']","Question: Is juvenile idiopathic arthritis an indication for Naproxen?
Answer: YES"
15146,83841,Nefazodone,endogenous depression,disease-protein-drug,indication,"['endogenous depression', 'ADRA1A', 'Nefazodone']","Question: Is endogenous depression an indication for Nefazodone?
Answer: YES"
15205,36935,Pazopanib,renal cell adenocarcinoma,disease-protein-drug,indication,"['renal cell adenocarcinoma', 'FLT1', 'Pazopanib']","Question: Is renal cell adenocarcinoma an indication for Pazopanib?
Answer: YES"
14137,27286,Butabarbital,galactosemia,disease-phenotype-protein-drug,contraindication,"['galactosemia', 'Seizure', 'CHRNA7', 'Butabarbital']","Question: Is galactosemia an indication for Butabarbital?
Answer: NO"
16054,28547,Trihexyphenidyl,Parkinson disease,disease-phenotype-protein-drug,indication,"['Parkinson disease', 'Resting tremor', 'CHRM4', 'Trihexyphenidyl']","Question: Is Parkinson disease an indication for Trihexyphenidyl?
Answer: YES"
14193,83791,Hydroxyzine,vasomotor rhinitis,disease-protein-drug,indication,"['vasomotor rhinitis', 'ALB', 'Hydroxyzine']","Question: Is vasomotor rhinitis an indication for Hydroxyzine?
Answer: YES"
14028,30990,Hydrocortisone,mycosis fungoides and variants,disease-phenotype-protein-drug,indication,"['mycosis fungoides and variants', 'Hepatomegaly', 'CYP1B1', 'Hydrocortisone']","Question: Is mycosis fungoides and variants an indication for Hydrocortisone?
Answer: YES"
14320,32815,Dexamethasone,Trichinellosis,disease-phenotype-protein-drug,indication,"['Trichinellosis', 'Nausea', 'ABCB1', 'Dexamethasone']","Question: Is Trichinellosis an indication for Dexamethasone?
Answer: YES"
15098,35915,Promazine,mental disorder,disease-protein-drug,indication,"['mental disorder', 'HTR2A', 'Promazine']","Question: Is mental disorder an indication for Promazine?
Answer: YES"
14275,37150,Doxorubicin,malignant non-dysgerminomatous germ cell tumor of ovary,disease-protein-drug,indication,"['malignant non-dysgerminomatous germ cell tumor of ovary', 'CYP1B1', 'Doxorubicin']","Question: Is malignant non-dysgerminomatous germ cell tumor of ovary an indication for Doxorubicin?
Answer: YES"
14269,29854,Methylprednisolone,hereditary angioedema,disease-phenotype-protein-drug,indication,"['hereditary angioedema', 'Vomiting', 'ABCB1', 'Methylprednisolone']","Question: Is hereditary angioedema an indication for Methylprednisolone?
Answer: YES"
15126,28780,Donepezil,Alzheimer disease,disease-phenotype-protein-drug,indication,"['Alzheimer disease', 'Seizure', 'ACHE', 'Donepezil']","Question: Is Alzheimer disease an indication for Donepezil?
Answer: YES"
15914,33297,Minocycline,listeriosis,disease-phenotype-protein-drug,indication,"['listeriosis', 'Fever', 'IL1B', 'Minocycline']","Question: Is listeriosis an indication for Minocycline?
Answer: YES"
15001,28149,Paliperidone,orthostatic hypotension,disease-protein-drug,contraindication,"['orthostatic hypotension', 'ABCB1', 'Paliperidone']","Question: Is orthostatic hypotension an indication for Paliperidone?
Answer: NO"
14943,27933,Levonorgestrel,anxiety disorder,disease-protein-drug,contraindication,"['anxiety disorder', 'AR', 'Levonorgestrel']","Question: Is anxiety disorder an indication for Levonorgestrel?
Answer: NO"
15001,28313,Paliperidone,schizophrenia,disease-protein-drug,indication,"['schizophrenia', 'ADRA2A', 'Paliperidone']","Question: Is schizophrenia an indication for Paliperidone?
Answer: YES"
14323,31912,Aripiprazole,autism susceptibility 1,disease-phenotype-protein-drug,indication,"['autism susceptibility 1', 'Seizure', 'OPRM1', 'Aripiprazole']","Question: Is autism susceptibility 1 an indication for Aripiprazole?
Answer: YES"
15311,29865,Primidone,Lennox-Gastaut syndrome,disease-phenotype-protein-drug,indication,"['Lennox-Gastaut syndrome', 'Focal-onset seizure', 'GRIA2', 'Primidone']","Question: Is Lennox-Gastaut syndrome an indication for Primidone?
Answer: YES"
15326,33474,Ofloxacin,typhoid fever,disease-phenotype-protein-drug,indication,"['typhoid fever', 'Hepatomegaly', 'CYP1A2', 'Ofloxacin']","Question: Is typhoid fever an indication for Ofloxacin?
Answer: YES"
16793,32629,Chlorothiazide,familial intrahepatic cholestasis,disease-protein-drug,contraindication,"['familial intrahepatic cholestasis', 'MIRLET7I', 'Chlorothiazide']","Question: Is familial intrahepatic cholestasis an indication for Chlorothiazide?
Answer: NO"
15956,37703,Dyphylline,neurotic disorder,disease-protein-drug,contraindication,"['neurotic disorder', 'PDE4A', 'Dyphylline']","Question: Is neurotic disorder an indication for Dyphylline?
Answer: NO"
14787,27286,Flutamide,galactosemia,disease-phenotype-protein-drug,contraindication,"['galactosemia', 'Elevated hepatic transaminase', 'AHR', 'Flutamide']","Question: Is galactosemia an indication for Flutamide?
Answer: NO"
14540,83760,Amoxapine,dysthymic disorder,disease-protein-drug,indication,"['dysthymic disorder', 'HTR3A', 'Amoxapine']","Question: Is dysthymic disorder an indication for Amoxapine?
Answer: YES"
14275,33158,Doxorubicin,kidney Wilms tumor,disease-phenotype-protein-drug,indication,"['kidney Wilms tumor', 'Fever', 'NOS1', 'Doxorubicin']","Question: Is kidney Wilms tumor an indication for Doxorubicin?
Answer: YES"
14158,28849,Indomethacin,colorectal cancer,disease-protein-drug,contraindication,"['colorectal cancer', 'SLCO1A2', 'Indomethacin']","Question: Is colorectal cancer an indication for Indomethacin?
Answer: NO"
14934,36035,Cyclosporine,hypertension,disease-protein-drug,contraindication,"['hypertension', 'CYP3A5', 'Cyclosporine']","Question: Is hypertension an indication for Cyclosporine?
Answer: NO"
14351,28313,Thiothixene,schizophrenia,disease-protein-drug,indication,"['schizophrenia', 'CYP2D6', 'Thiothixene']","Question: Is schizophrenia an indication for Thiothixene?
Answer: YES"
14173,37703,Imipramine,neurotic disorder,disease-protein-drug,indication,"['neurotic disorder', 'SLC6A2', 'Imipramine']","Question: Is neurotic disorder an indication for Imipramine?
Answer: YES"
14962,27933,Trazodone,anxiety disorder,disease-protein-drug,indication,"['anxiety disorder', 'ADRA1A', 'Trazodone']","Question: Is anxiety disorder an indication for Trazodone?
Answer: YES"
16855,30664,Methylphenidate,X-linked adrenoleukodystrophy,disease-phenotype-protein-drug,indication,"['X-linked adrenoleukodystrophy', 'Memory impairment', 'SLC6A3', 'Methylphenidate']","Question: Is X-linked adrenoleukodystrophy an indication for Methylphenidate?
Answer: YES"
15148,28249,Escitalopram,major affective disorder,disease-protein-drug,contraindication,"['major affective disorder', 'ADRA1A', 'Escitalopram']","Question: Is major affective disorder an indication for Escitalopram?
Answer: NO"
15148,83840,Escitalopram,unipolar depression,disease-protein-drug,indication,"['unipolar depression', 'SLC6A2', 'Escitalopram']","Question: Is unipolar depression an indication for Escitalopram?
Answer: YES"
14999,84023,Quetiapine,acquired hyperprolactinemia,disease-protein-drug,contraindication,"['acquired hyperprolactinemia', 'DRD2', 'Quetiapine']","Question: Is acquired hyperprolactinemia an indication for Quetiapine?
Answer: NO"
14310,27933,Doxepin,anxiety disorder,disease-protein-drug,indication,"['anxiety disorder', 'ABCB1', 'Doxepin']","Question: Is anxiety disorder an indication for Doxepin?
Answer: YES"
14972,30035,Disulfiram,substance abuse/dependence,disease-protein-drug,indication,"['substance abuse/dependence', 'DBH', 'Disulfiram']","Question: Is substance abuse/dependence an indication for Disulfiram?
Answer: YES"
15418,33618,Dofetilide,atrial fibrillation (disease),disease-protein-drug,indication,"['atrial fibrillation (disease)', 'KCNH2', 'Dofetilide']","Question: Is atrial fibrillation (disease) an indication for Dofetilide?
Answer: YES"
15308,36544,Riluzole,drug-induced liver injury,disease-protein-drug,contraindication,"['drug-induced liver injury', 'CYP1A2', 'Riluzole']","Question: Is drug-induced liver injury an indication for Riluzole?
Answer: NO"
14168,39275,Spironolactone,primary aldosteronism,disease-protein-drug,indication,"['primary aldosteronism', 'CACNA1D', 'Spironolactone']","Question: Is primary aldosteronism an indication for Spironolactone?
Answer: YES"
14484,36242,Tenofovir,fatty liver disease,disease-protein-drug,contraindication,"['fatty liver disease', 'SLC22A8', 'Tenofovir']","Question: Is fatty liver disease an indication for Tenofovir?
Answer: NO"
15119,38957,Tranylcypromine,major depressive disorder,disease-protein-drug,indication,"['major depressive disorder', 'CYP2D6', 'Tranylcypromine']","Question: Is major depressive disorder an indication for Tranylcypromine?
Answer: YES"
14546,31168,Metoclopramide,pyruvate dehydrogenase E3 deficiency,disease-phenotype-protein-drug,contraindication,"['pyruvate dehydrogenase E3 deficiency', 'Seizure', 'CHRM1', 'Metoclopramide']","Question: Is pyruvate dehydrogenase E3 deficiency an indication for Metoclopramide?
Answer: NO"
14023,30654,Triamcinolone,acute lymphoblastic/lymphocytic leukemia,disease-protein-drug,indication,"['acute lymphoblastic/lymphocytic leukemia', 'PTGS2', 'Triamcinolone']","Question: Is acute lymphoblastic/lymphocytic leukemia an indication for Triamcinolone?
Answer: YES"
14201,33314,Oxytetracycline,leptospirosis,disease-phenotype-protein-drug,indication,"['leptospirosis', 'Thrombocytopenia', 'ALB', 'Oxytetracycline']","Question: Is leptospirosis an indication for Oxytetracycline?
Answer: YES"
20394,27286,Sulfabenzamide,galactosemia,disease-phenotype-protein-drug,contraindication,"['galactosemia', 'Hepatomegaly', 'COPS3', 'Sulfabenzamide']","Question: Is galactosemia an indication for Sulfabenzamide?
Answer: NO"
20394,27286,Sulfabenzamide,galactosemia,disease-phenotype-protein-drug,contraindication,"['galactosemia', 'Elevated hepatic transaminase', 'LTB4R', 'Sulfabenzamide']","Question: Is galactosemia an indication for Sulfabenzamide?
Answer: NO"
15110,33454,Fluphenazine,neuroleptic malignant syndrome,disease-phenotype-protein-drug,contraindication,"['neuroleptic malignant syndrome', 'Nausea', 'ABCB1', 'Fluphenazine']","Question: Is neuroleptic malignant syndrome an indication for Fluphenazine?
Answer: NO"
14543,28249,Desipramine,major affective disorder,disease-protein-drug,contraindication,"['major affective disorder', 'DRD2', 'Desipramine']","Question: Is major affective disorder an indication for Desipramine?
Answer: NO"
16842,28547,Pramipexole,Parkinson disease,disease-phenotype-protein-drug,indication,"['Parkinson disease', 'Postural tremor', 'HTR1A', 'Pramipexole']","Question: Is Parkinson disease an indication for Pramipexole?
Answer: YES"
14685,83760,Progesterone,dysthymic disorder,disease-protein-drug,contraindication,"['dysthymic disorder', 'CYP2C19', 'Progesterone']","Question: Is dysthymic disorder an indication for Progesterone?
Answer: NO"
14223,28547,Risperidone,Parkinson disease,disease-phenotype-protein-drug,contraindication,"['Parkinson disease', 'Rigidity', 'CYP2D6', 'Risperidone']","Question: Is Parkinson disease an indication for Risperidone?
Answer: NO"
14028,33621,Hydrocortisone,acute lymphoblastic leukemia (disease),disease-protein-drug,indication,"['acute lymphoblastic leukemia (disease)', 'ABCB1', 'Hydrocortisone']","Question: Is acute lymphoblastic leukemia (disease) an indication for Hydrocortisone?
Answer: YES"
15110,28313,Fluphenazine,schizophrenia,disease-protein-drug,indication,"['schizophrenia', 'HTR2C', 'Fluphenazine']","Question: Is schizophrenia an indication for Fluphenazine?
Answer: YES"
15176,35771,Everolimus,breast neoplasm,disease-protein-drug,indication,"['breast neoplasm', 'MTOR', 'Everolimus']","Question: Is breast neoplasm an indication for Everolimus?
Answer: YES"
15481,36104,Topotecan,neutropenia,disease-protein-drug,contraindication,"['neutropenia', 'ABCB1', 'Topotecan']","Question: Is neutropenia an indication for Topotecan?
Answer: NO"
14641,37919,Dopamine,adrenal gland pheochromocytoma,disease-protein-drug,contraindication,"['adrenal gland pheochromocytoma', 'MAOA', 'Dopamine']","Question: Is adrenal gland pheochromocytoma an indication for Dopamine?
Answer: NO"
20394,27286,Sulfabenzamide,galactosemia,disease-phenotype-protein-drug,contraindication,"['galactosemia', 'Seizure', 'REST', 'Sulfabenzamide']","Question: Is galactosemia an indication for Sulfabenzamide?
Answer: NO"
15416,33125,Lorazepam,early myoclonic encephalopathy,disease-protein-drug,indication,"['early myoclonic encephalopathy', 'GABRG2', 'Lorazepam']","Question: Is early myoclonic encephalopathy an indication for Lorazepam?
Answer: YES"
15413,36527,Gemcitabine,yolk sac tumor,disease-protein-drug,indication,"['yolk sac tumor', 'TYMS', 'Gemcitabine']","Question: Is yolk sac tumor an indication for Gemcitabine?
Answer: YES"
14836,33228,Ramipril,localized scleroderma,disease-phenotype-protein-drug,contraindication,"['localized scleroderma', 'Arrhythmia', 'ACE', 'Ramipril']","Question: Is localized scleroderma an indication for Ramipril?
Answer: NO"
16793,32629,Chlorothiazide,familial intrahepatic cholestasis,disease-phenotype-protein-drug,contraindication,"['familial intrahepatic cholestasis', 'Hepatomegaly', 'CYGB', 'Chlorothiazide']","Question: Is familial intrahepatic cholestasis an indication for Chlorothiazide?
Answer: NO"
14540,30035,Amoxapine,substance abuse/dependence,disease-protein-drug,contraindication,"['substance abuse/dependence', 'ADRA2A', 'Amoxapine']","Question: Is substance abuse/dependence an indication for Amoxapine?
Answer: NO"
14194,28830,Methotrexate,"leukemia, lymphocytic, susceptibility to",disease-protein-drug,indication,"['leukemia, lymphocytic, susceptibility to', 'FPGS', 'Methotrexate']","Question: Is leukemia, lymphocytic, susceptibility to an indication for Methotrexate?
Answer: YES"
14324,29955,Gemfibrozil,Reynolds syndrome,disease-phenotype-protein-drug,contraindication,"['Reynolds syndrome', 'Elevated hepatic transaminase', 'CYP1A2', 'Gemfibrozil']","Question: Is Reynolds syndrome an indication for Gemfibrozil?
Answer: NO"
14161,28313,Olanzapine,schizophrenia,disease-protein-drug,indication,"['schizophrenia', 'HTR2C', 'Olanzapine']","Question: Is schizophrenia an indication for Olanzapine?
Answer: YES"
14156,37703,Amitriptyline,neurotic disorder,disease-protein-drug,indication,"['neurotic disorder', 'HTR1D', 'Amitriptyline']","Question: Is neurotic disorder an indication for Amitriptyline?
Answer: YES"
14830,31408,Amantadine,X-linked parkinsonism-spasticity syndrome,disease-protein-drug,indication,"['X-linked parkinsonism-spasticity syndrome', 'DDC', 'Amantadine']","Question: Is X-linked parkinsonism-spasticity syndrome an indication for Amantadine?
Answer: YES"
14830,28974,Amantadine,early-onset parkinsonism-intellectual disability syndrome,disease-protein-drug,indication,"['early-onset parkinsonism-intellectual disability syndrome', 'MAOB', 'Amantadine']","Question: Is early-onset parkinsonism-intellectual disability syndrome an indication for Amantadine?
Answer: YES"
16011,28249,Loxapine,major affective disorder,disease-protein-drug,indication,"['major affective disorder', 'DRD1', 'Loxapine']","Question: Is major affective disorder an indication for Loxapine?
Answer: YES"
14952,28313,Haloperidol,schizophrenia,disease-protein-drug,indication,"['schizophrenia', 'HRH1', 'Haloperidol']","Question: Is schizophrenia an indication for Haloperidol?
Answer: YES"
14221,35738,Norethisterone,endometrial carcinoma (disease),disease-protein-drug,contraindication,"['endometrial carcinoma (disease)', 'SRD5A2', 'Norethisterone']","Question: Is endometrial carcinoma (disease) an indication for Norethisterone?
Answer: NO"
14955,31033,Vincristine,benign recurrent intrahepatic cholestasis,disease-protein-drug,contraindication,"['benign recurrent intrahepatic cholestasis', 'ABCB11', 'Vincristine']","Question: Is benign recurrent intrahepatic cholestasis an indication for Vincristine?
Answer: NO"
14590,36432,Ozanimod,congestive heart failure,disease-protein-drug,contraindication,"['congestive heart failure', 'TNF', 'Ozanimod']","Question: Is congestive heart failure an indication for Ozanimod?
Answer: NO"
14208,32518,Testosterone,trisomy 13,disease-phenotype-protein-drug,indication,"['trisomy 13', 'Seizure', 'CYP11A1', 'Testosterone']","Question: Is trisomy 13 an indication for Testosterone?
Answer: YES"
15311,32456,Primidone,cutis verticis gyrata,disease-phenotype-protein-drug,indication,"['cutis verticis gyrata', 'Seizure', 'TRPM3', 'Primidone']","Question: Is cutis verticis gyrata an indication for Primidone?
Answer: YES"
15173,30664,Dextroamphetamine,X-linked adrenoleukodystrophy,disease-phenotype-protein-drug,indication,"['X-linked adrenoleukodystrophy', 'Memory impairment', 'SLC6A3', 'Dextroamphetamine']","Question: Is X-linked adrenoleukodystrophy an indication for Dextroamphetamine?
Answer: YES"
14527,33575,Fluoxymesterone,diabetes mellitus (disease),disease-protein-drug,contraindication,"['diabetes mellitus (disease)', 'SHBG', 'Fluoxymesterone']","Question: Is diabetes mellitus (disease) an indication for Fluoxymesterone?
Answer: NO"
14176,30184,Fluoxetine,congenital neutropenia-myelofibrosis-nephromegaly syndrome,disease-phenotype-protein-drug,contraindication,"['congenital neutropenia-myelofibrosis-nephromegaly syndrome', 'Thrombocytopenia', 'ALB', 'Fluoxetine']","Question: Is congenital neutropenia-myelofibrosis-nephromegaly syndrome an indication for Fluoxetine?
Answer: NO"
14023,27925,Triamcinolone,keloid formation,disease-protein-drug,indication,"['keloid formation', 'ALB', 'Triamcinolone']","Question: Is keloid formation an indication for Triamcinolone?
Answer: YES"
14774,32296,Enoxaparin,acquired purpura fulminans,disease-protein-drug,indication,"['acquired purpura fulminans', 'SERPINC1', 'Enoxaparin']","Question: Is acquired purpura fulminans an indication for Enoxaparin?
Answer: YES"
15073,28249,Fluvoxamine,major affective disorder,disease-protein-drug,contraindication,"['major affective disorder', 'SLC6A4', 'Fluvoxamine']","Question: Is major affective disorder an indication for Fluvoxamine?
Answer: NO"
14946,33577,Nisoldipine,hypertensive disorder,disease-protein-drug,indication,"['hypertensive disorder', 'CYP3A5', 'Nisoldipine']","Question: Is hypertensive disorder an indication for Nisoldipine?
Answer: YES"
14245,37703,Diazepam,neurotic disorder,disease-protein-drug,contraindication,"['neurotic disorder', 'GABRA3', 'Diazepam']","Question: Is neurotic disorder an indication for Diazepam?
Answer: NO"
14849,30879,Mechlorethamine,Kostmann syndrome,disease-phenotype-protein-drug,contraindication,"['Kostmann syndrome', 'Seizure', 'BCHE', 'Mechlorethamine']","Question: Is Kostmann syndrome an indication for Mechlorethamine?
Answer: NO"
14596,37786,Eletriptan,myocardial ischemia,disease-protein-drug,contraindication,"['myocardial ischemia', 'CCL3', 'Eletriptan']","Question: Is myocardial ischemia an indication for Eletriptan?
Answer: NO"
14204,33534,Sulindac,pediatric systemic lupus erythematosus,disease-protein-drug,contraindication,"['pediatric systemic lupus erythematosus', 'PTGS2', 'Sulindac']","Question: Is pediatric systemic lupus erythematosus an indication for Sulindac?
Answer: NO"
15116,83841,Paroxetine,endogenous depression,disease-protein-drug,indication,"['endogenous depression', 'HTR1B', 'Paroxetine']","Question: Is endogenous depression an indication for Paroxetine?
Answer: YES"
14161,83840,Olanzapine,unipolar depression,disease-protein-drug,indication,"['unipolar depression', 'DRD1', 'Olanzapine']","Question: Is unipolar depression an indication for Olanzapine?
Answer: YES"
14223,28780,Risperidone,Alzheimer disease,disease-protein-drug,contraindication,"['Alzheimer disease', 'CYP2D6', 'Risperidone']","Question: Is Alzheimer disease an indication for Risperidone?
Answer: NO"
14330,29494,Fosphenytoin,autosomal recessive severe congenital neutropenia due to G6PC3 deficiency,disease-phenotype-protein-drug,contraindication,"['autosomal recessive severe congenital neutropenia due to G6PC3 deficiency', 'Thrombocytopenia', 'ALB', 'Fosphenytoin']","Question: Is autosomal recessive severe congenital neutropenia due to G6PC3 deficiency an indication for Fosphenytoin?
Answer: NO"
20394,27286,Sulfabenzamide,galactosemia,disease-phenotype-protein-drug,contraindication,"['galactosemia', 'Seizure', 'PIGM', 'Sulfabenzamide']","Question: Is galactosemia an indication for Sulfabenzamide?
Answer: NO"
15117,37703,Trimipramine,neurotic disorder,disease-protein-drug,indication,"['neurotic disorder', 'ADRA2A', 'Trimipramine']","Question: Is neurotic disorder an indication for Trimipramine?
Answer: YES"
14320,27648,Dexamethasone,familial glucocorticoid deficiency,disease-phenotype-protein-drug,indication,"['familial glucocorticoid deficiency', 'Vomiting', 'ABCB1', 'Dexamethasone']","Question: Is familial glucocorticoid deficiency an indication for Dexamethasone?
Answer: YES"
15148,27933,Escitalopram,anxiety disorder,disease-protein-drug,indication,"['anxiety disorder', 'ADRA1A', 'Escitalopram']","Question: Is anxiety disorder an indication for Escitalopram?
Answer: YES"
15094,28396,Mirtazapine,multiple system atrophy,disease-phenotype-protein-drug,contraindication,"['multiple system atrophy', 'Postural tremor', 'CYP2D6', 'Mirtazapine']","Question: Is multiple system atrophy an indication for Mirtazapine?
Answer: NO"
14141,35641,Phenytoin,epilepsy,disease-protein-drug,indication,"['epilepsy', 'SCN1A', 'Phenytoin']","Question: Is epilepsy an indication for Phenytoin?
Answer: YES"
14481,33534,Estradiol cypionate,pediatric systemic lupus erythematosus,disease-phenotype-protein-drug,contraindication,"['pediatric systemic lupus erythematosus', 'Proteinuria', 'ALB', 'Estradiol cypionate']","Question: Is pediatric systemic lupus erythematosus an indication for Estradiol cypionate?
Answer: NO"
15295,33592,Triamterene,acidosis disorder,disease-protein-drug,contraindication,"['acidosis disorder', 'SLC9A4', 'Triamterene']","Question: Is acidosis disorder an indication for Triamterene?
Answer: NO"
15098,28780,Promazine,Alzheimer disease,disease-phenotype-protein-drug,contraindication,"['Alzheimer disease', 'Seizure', 'CHRM1', 'Promazine']","Question: Is Alzheimer disease an indication for Promazine?
Answer: NO"
14189,37703,Nortriptyline,neurotic disorder,disease-protein-drug,indication,"['neurotic disorder', 'DRD2', 'Nortriptyline']","Question: Is neurotic disorder an indication for Nortriptyline?
Answer: YES"
20394,27286,Sulfabenzamide,galactosemia,disease-phenotype-protein-drug,contraindication,"['galactosemia', 'Seizure', 'ABAT', 'Sulfabenzamide']","Question: Is galactosemia an indication for Sulfabenzamide?
Answer: NO"
14059,32719,Liothyronine,congenital hypothyroidism,disease-phenotype-protein-drug,indication,"['congenital hypothyroidism', 'Growth delay', 'THRA', 'Liothyronine']","Question: Is congenital hypothyroidism an indication for Liothyronine?
Answer: YES"
15117,28313,Trimipramine,schizophrenia,disease-protein-drug,contraindication,"['schizophrenia', 'ADRA2A', 'Trimipramine']","Question: Is schizophrenia an indication for Trimipramine?
Answer: NO"
14993,29865,Phenobarbital,Lennox-Gastaut syndrome,disease-phenotype-protein-drug,indication,"['Lennox-Gastaut syndrome', 'Focal-onset seizure', 'CHRNA4', 'Phenobarbital']","Question: Is Lennox-Gastaut syndrome an indication for Phenobarbital?
Answer: YES"
15299,32999,Trimethoprim,shigellosis,disease-phenotype-protein-drug,indication,"['shigellosis', 'Vomiting', 'ABCB1', 'Trimethoprim']","Question: Is shigellosis an indication for Trimethoprim?
Answer: YES"
14737,37423,Carboplatin,ovarian clear cell adenocarcinoma,disease-protein-drug,indication,"['ovarian clear cell adenocarcinoma', 'SOD1', 'Carboplatin']","Question: Is ovarian clear cell adenocarcinoma an indication for Carboplatin?
Answer: YES"
16347,36172,Ferrous fumarate,hemosiderosis,disease-protein-drug,contraindication,"['hemosiderosis', 'CP', 'Ferrous fumarate']","Question: Is hemosiderosis an indication for Ferrous fumarate?
Answer: NO"
