gene_index,disease_index,drug_index,drug_name,drug_type,disease_name,disease_type,gene_name,gene_type
3417,27933,15197,Mianserin,drug,anxiety disorder,disease,HTR2A,gene/protein
3417,27933,17257,Butriptyline,drug,anxiety disorder,disease,HTR2A,gene/protein
3417,27933,15232,Brexpiprazole,drug,anxiety disorder,disease,HTR2A,gene/protein
3417,27933,15233,Dosulepin,drug,anxiety disorder,disease,HTR2A,gene/protein
3417,27933,20147,Setiptiline,drug,anxiety disorder,disease,HTR2A,gene/protein
3417,83840,14161,Olanzapine,drug,unipolar depression,disease,HTR2A,gene/protein
3417,83840,15094,Mirtazapine,drug,unipolar depression,disease,HTR2A,gene/protein
3417,83840,14962,Trazodone,drug,unipolar depression,disease,HTR2A,gene/protein
3417,83840,15116,Paroxetine,drug,unipolar depression,disease,HTR2A,gene/protein
3417,83840,15146,Nefazodone,drug,unipolar depression,disease,HTR2A,gene/protein
3417,83840,15148,Escitalopram,drug,unipolar depression,disease,HTR2A,gene/protein
3417,83840,15197,Mianserin,drug,unipolar depression,disease,HTR2A,gene/protein
3417,83840,15232,Brexpiprazole,drug,unipolar depression,disease,HTR2A,gene/protein
3417,83840,15233,Dosulepin,drug,unipolar depression,disease,HTR2A,gene/protein
3417,37703,14156,Amitriptyline,drug,neurotic disorder,disease,HTR2A,gene/protein
3417,37703,14173,Imipramine,drug,neurotic disorder,disease,HTR2A,gene/protein
3417,37703,14189,Nortriptyline,drug,neurotic disorder,disease,HTR2A,gene/protein
3417,37703,14540,Amoxapine,drug,neurotic disorder,disease,HTR2A,gene/protein
3417,37703,15116,Paroxetine,drug,neurotic disorder,disease,HTR2A,gene/protein
3417,37703,15117,Trimipramine,drug,neurotic disorder,disease,HTR2A,gene/protein
3417,37703,14542,Maprotiline,drug,neurotic disorder,disease,HTR2A,gene/protein
3417,37703,14310,Doxepin,drug,neurotic disorder,disease,HTR2A,gene/protein
3417,37703,14543,Desipramine,drug,neurotic disorder,disease,HTR2A,gene/protein
3417,37703,17257,Butriptyline,drug,neurotic disorder,disease,HTR2A,gene/protein
3417,37703,20147,Setiptiline,drug,neurotic disorder,disease,HTR2A,gene/protein
864,27933,14156,Amitriptyline,drug,anxiety disorder,disease,HTR2C,gene/protein
864,27933,14161,Olanzapine,drug,anxiety disorder,disease,HTR2C,gene/protein
864,27933,15094,Mirtazapine,drug,anxiety disorder,disease,HTR2C,gene/protein
864,27933,14173,Imipramine,drug,anxiety disorder,disease,HTR2C,gene/protein
864,27933,14176,Fluoxetine,drug,anxiety disorder,disease,HTR2C,gene/protein
864,27933,14189,Nortriptyline,drug,anxiety disorder,disease,HTR2C,gene/protein
864,27933,14540,Amoxapine,drug,anxiety disorder,disease,HTR2C,gene/protein
864,27933,14962,Trazodone,drug,anxiety disorder,disease,HTR2C,gene/protein
864,27933,15117,Trimipramine,drug,anxiety disorder,disease,HTR2C,gene/protein
864,27933,14542,Maprotiline,drug,anxiety disorder,disease,HTR2C,gene/protein
864,27933,14310,Doxepin,drug,anxiety disorder,disease,HTR2C,gene/protein
864,27933,15146,Nefazodone,drug,anxiety disorder,disease,HTR2C,gene/protein
864,27933,14543,Desipramine,drug,anxiety disorder,disease,HTR2C,gene/protein
864,27933,15148,Escitalopram,drug,anxiety disorder,disease,HTR2C,gene/protein
864,27933,15197,Mianserin,drug,anxiety disorder,disease,HTR2C,gene/protein
864,27933,15360,Agomelatine,drug,anxiety disorder,disease,HTR2C,gene/protein
864,27933,16508,Captodiame,drug,anxiety disorder,disease,HTR2C,gene/protein
864,27933,15116,Paroxetine,drug,anxiety disorder,disease,HTR2C,gene/protein
864,27933,20147,Setiptiline,drug,anxiety disorder,disease,HTR2C,gene/protein
864,83840,14161,Olanzapine,drug,unipolar depression,disease,HTR2C,gene/protein
864,83840,15094,Mirtazapine,drug,unipolar depression,disease,HTR2C,gene/protein
864,83840,14176,Fluoxetine,drug,unipolar depression,disease,HTR2C,gene/protein
864,83840,14962,Trazodone,drug,unipolar depression,disease,HTR2C,gene/protein
864,83840,15146,Nefazodone,drug,unipolar depression,disease,HTR2C,gene/protein
864,83840,15148,Escitalopram,drug,unipolar depression,disease,HTR2C,gene/protein
864,83840,15197,Mianserin,drug,unipolar depression,disease,HTR2C,gene/protein
864,83840,15360,Agomelatine,drug,unipolar depression,disease,HTR2C,gene/protein
864,83840,15116,Paroxetine,drug,unipolar depression,disease,HTR2C,gene/protein
864,37703,14156,Amitriptyline,drug,neurotic disorder,disease,HTR2C,gene/protein
864,37703,14173,Imipramine,drug,neurotic disorder,disease,HTR2C,gene/protein
864,37703,14176,Fluoxetine,drug,neurotic disorder,disease,HTR2C,gene/protein
864,37703,14189,Nortriptyline,drug,neurotic disorder,disease,HTR2C,gene/protein
864,37703,14540,Amoxapine,drug,neurotic disorder,disease,HTR2C,gene/protein
864,37703,15117,Trimipramine,drug,neurotic disorder,disease,HTR2C,gene/protein
864,37703,14542,Maprotiline,drug,neurotic disorder,disease,HTR2C,gene/protein
864,37703,14310,Doxepin,drug,neurotic disorder,disease,HTR2C,gene/protein
864,37703,14543,Desipramine,drug,neurotic disorder,disease,HTR2C,gene/protein
864,37703,15116,Paroxetine,drug,neurotic disorder,disease,HTR2C,gene/protein
864,37703,20147,Setiptiline,drug,neurotic disorder,disease,HTR2C,gene/protein
3466,27933,14161,Olanzapine,drug,anxiety disorder,disease,HTR3A,gene/protein
3466,27933,14540,Amoxapine,drug,anxiety disorder,disease,HTR3A,gene/protein
3466,27933,15117,Trimipramine,drug,anxiety disorder,disease,HTR3A,gene/protein
3466,27933,14544,Bupropion,drug,anxiety disorder,disease,HTR3A,gene/protein
3466,27933,15035,Vortioxetine,drug,anxiety disorder,disease,HTR3A,gene/protein
3466,27933,15116,Paroxetine,drug,anxiety disorder,disease,HTR3A,gene/protein
3466,27933,20147,Setiptiline,drug,anxiety disorder,disease,HTR3A,gene/protein
3466,83840,14161,Olanzapine,drug,unipolar depression,disease,HTR3A,gene/protein
3466,83840,14544,Bupropion,drug,unipolar depression,disease,HTR3A,gene/protein
3466,83840,15035,Vortioxetine,drug,unipolar depression,disease,HTR3A,gene/protein
3466,83840,15116,Paroxetine,drug,unipolar depression,disease,HTR3A,gene/protein
3466,37703,14540,Amoxapine,drug,neurotic disorder,disease,HTR3A,gene/protein
3466,37703,15117,Trimipramine,drug,neurotic disorder,disease,HTR3A,gene/protein
3466,37703,14544,Bupropion,drug,neurotic disorder,disease,HTR3A,gene/protein
3466,37703,15116,Paroxetine,drug,neurotic disorder,disease,HTR3A,gene/protein
3466,37703,20147,Setiptiline,drug,neurotic disorder,disease,HTR3A,gene/protein
1810,27933,15116,Paroxetine,drug,anxiety disorder,disease,HTR4,gene/protein
1810,27933,20147,Setiptiline,drug,anxiety disorder,disease,HTR4,gene/protein
1810,83840,15116,Paroxetine,drug,unipolar depression,disease,HTR4,gene/protein
1810,37703,15116,Paroxetine,drug,neurotic disorder,disease,HTR4,gene/protein
1810,37703,20147,Setiptiline,drug,neurotic disorder,disease,HTR4,gene/protein
12236,27933,14156,Amitriptyline,drug,anxiety disorder,disease,HTR7,gene/protein
12236,27933,14173,Imipramine,drug,anxiety disorder,disease,HTR7,gene/protein
12236,27933,14540,Amoxapine,drug,anxiety disorder,disease,HTR7,gene/protein
12236,27933,14542,Maprotiline,drug,anxiety disorder,disease,HTR7,gene/protein
12236,27933,15197,Mianserin,drug,anxiety disorder,disease,HTR7,gene/protein
12236,27933,15035,Vortioxetine,drug,anxiety disorder,disease,HTR7,gene/protein
12236,27933,15116,Paroxetine,drug,anxiety disorder,disease,HTR7,gene/protein
12236,27933,20147,Setiptiline,drug,anxiety disorder,disease,HTR7,gene/protein
12236,83840,15197,Mianserin,drug,unipolar depression,disease,HTR7,gene/protein
12236,83840,15035,Vortioxetine,drug,unipolar depression,disease,HTR7,gene/protein
12236,83840,15116,Paroxetine,drug,unipolar depression,disease,HTR7,gene/protein
12236,37703,14156,Amitriptyline,drug,neurotic disorder,disease,HTR7,gene/protein
12236,37703,14173,Imipramine,drug,neurotic disorder,disease,HTR7,gene/protein
12236,37703,14540,Amoxapine,drug,neurotic disorder,disease,HTR7,gene/protein
12236,37703,14542,Maprotiline,drug,neurotic disorder,disease,HTR7,gene/protein
12236,37703,15116,Paroxetine,drug,neurotic disorder,disease,HTR7,gene/protein
12236,37703,20147,Setiptiline,drug,neurotic disorder,disease,HTR7,gene/protein
1650,27933,14884,Phenelzine,drug,anxiety disorder,disease,MAOA,gene/protein
1650,27933,14299,Sertraline,drug,anxiety disorder,disease,MAOA,gene/protein
1650,27933,14885,Moclobemide,drug,anxiety disorder,disease,MAOA,gene/protein
1650,27933,14893,Iproniazid,drug,anxiety disorder,disease,MAOA,gene/protein
1650,27933,14905,Pirlindole,drug,anxiety disorder,disease,MAOA,gene/protein
1650,27933,14906,Toloxatone,drug,anxiety disorder,disease,MAOA,gene/protein
1650,27933,15148,Escitalopram,drug,anxiety disorder,disease,MAOA,gene/protein
1650,27933,15119,Tranylcypromine,drug,anxiety disorder,disease,MAOA,gene/protein
1650,27933,15138,Selegiline,drug,anxiety disorder,disease,MAOA,gene/protein
1650,27933,19222,Isocarboxazid,drug,anxiety disorder,disease,MAOA,gene/protein
1650,83840,15148,Escitalopram,drug,unipolar depression,disease,MAOA,gene/protein
1650,83840,15119,Tranylcypromine,drug,unipolar depression,disease,MAOA,gene/protein
1650,83840,15138,Selegiline,drug,unipolar depression,disease,MAOA,gene/protein
1650,83840,19222,Isocarboxazid,drug,unipolar depression,disease,MAOA,gene/protein
1650,37703,14884,Phenelzine,drug,neurotic disorder,disease,MAOA,gene/protein
1650,37703,14299,Sertraline,drug,neurotic disorder,disease,MAOA,gene/protein
1650,37703,14885,Moclobemide,drug,neurotic disorder,disease,MAOA,gene/protein
1650,37703,14893,Iproniazid,drug,neurotic disorder,disease,MAOA,gene/protein
1650,37703,14905,Pirlindole,drug,neurotic disorder,disease,MAOA,gene/protein
1650,37703,14906,Toloxatone,drug,neurotic disorder,disease,MAOA,gene/protein
8192,27933,14884,Phenelzine,drug,anxiety disorder,disease,MAOB,gene/protein
8192,27933,14299,Sertraline,drug,anxiety disorder,disease,MAOB,gene/protein
8192,27933,14885,Moclobemide,drug,anxiety disorder,disease,MAOB,gene/protein
8192,27933,14893,Iproniazid,drug,anxiety disorder,disease,MAOB,gene/protein
8192,27933,15148,Escitalopram,drug,anxiety disorder,disease,MAOB,gene/protein
8192,27933,15119,Tranylcypromine,drug,anxiety disorder,disease,MAOB,gene/protein
8192,27933,15138,Selegiline,drug,anxiety disorder,disease,MAOB,gene/protein
8192,27933,19222,Isocarboxazid,drug,anxiety disorder,disease,MAOB,gene/protein
8192,83840,15148,Escitalopram,drug,unipolar depression,disease,MAOB,gene/protein
8192,83840,15119,Tranylcypromine,drug,unipolar depression,disease,MAOB,gene/protein
8192,83840,15138,Selegiline,drug,unipolar depression,disease,MAOB,gene/protein
8192,83840,19222,Isocarboxazid,drug,unipolar depression,disease,MAOB,gene/protein
8192,37703,14884,Phenelzine,drug,neurotic disorder,disease,MAOB,gene/protein
8192,37703,14299,Sertraline,drug,neurotic disorder,disease,MAOB,gene/protein
8192,37703,14885,Moclobemide,drug,neurotic disorder,disease,MAOB,gene/protein
8192,37703,14893,Iproniazid,drug,neurotic disorder,disease,MAOB,gene/protein
1876,27933,14156,Amitriptyline,drug,anxiety disorder,disease,NTRK2,gene/protein
1876,27933,15667,Esketamine,drug,anxiety disorder,disease,NTRK2,gene/protein
1876,37703,14156,Amitriptyline,drug,neurotic disorder,disease,NTRK2,gene/protein
1876,37703,15667,Esketamine,drug,neurotic disorder,disease,NTRK2,gene/protein
10047,27933,14156,Amitriptyline,drug,anxiety disorder,disease,OPRK1,gene/protein
10047,27933,15094,Mirtazapine,drug,anxiety disorder,disease,OPRK1,gene/protein
10047,27933,15197,Mianserin,drug,anxiety disorder,disease,OPRK1,gene/protein
10047,83840,15094,Mirtazapine,drug,unipolar depression,disease,OPRK1,gene/protein
10047,83840,15197,Mianserin,drug,unipolar depression,disease,OPRK1,gene/protein
10047,37703,14156,Amitriptyline,drug,neurotic disorder,disease,OPRK1,gene/protein
532,27933,14156,Amitriptyline,drug,anxiety disorder,disease,OPRM1,gene/protein
532,37703,14156,Amitriptyline,drug,neurotic disorder,disease,OPRM1,gene/protein
4152,27933,15082,Citalopram,drug,anxiety disorder,disease,ABCB1,gene/protein
4152,27933,15083,Reboxetine,drug,anxiety disorder,disease,ABCB1,gene/protein
4152,27933,15087,Venlafaxine,drug,anxiety disorder,disease,ABCB1,gene/protein
4152,27933,14156,Amitriptyline,drug,anxiety disorder,disease,ABCB1,gene/protein
4152,27933,14161,Olanzapine,drug,anxiety disorder,disease,ABCB1,gene/protein
4152,27933,17305,Protriptyline,drug,anxiety disorder,disease,ABCB1,gene/protein
4152,27933,14173,Imipramine,drug,anxiety disorder,disease,ABCB1,gene/protein
4152,27933,14176,Fluoxetine,drug,anxiety disorder,disease,ABCB1,gene/protein
4152,27933,14177,Duloxetine,drug,anxiety disorder,disease,ABCB1,gene/protein
4152,27933,14180,Buspirone,drug,anxiety disorder,disease,ABCB1,gene/protein
4152,27933,14189,Nortriptyline,drug,anxiety disorder,disease,ABCB1,gene/protein
4152,27933,14962,Trazodone,drug,anxiety disorder,disease,ABCB1,gene/protein
4152,27933,15116,Paroxetine,drug,anxiety disorder,disease,ABCB1,gene/protein
4152,27933,15117,Trimipramine,drug,anxiety disorder,disease,ABCB1,gene/protein
4152,27933,15138,Selegiline,drug,anxiety disorder,disease,ABCB1,gene/protein
4152,27933,14299,Sertraline,drug,anxiety disorder,disease,ABCB1,gene/protein
4152,27933,14310,Doxepin,drug,anxiety disorder,disease,ABCB1,gene/protein
4152,27933,15146,Nefazodone,drug,anxiety disorder,disease,ABCB1,gene/protein
4152,27933,14543,Desipramine,drug,anxiety disorder,disease,ABCB1,gene/protein
4152,27933,15148,Escitalopram,drug,anxiety disorder,disease,ABCB1,gene/protein
4152,27933,15222,Levomilnacipran,drug,anxiety disorder,disease,ABCB1,gene/protein
4152,83840,15082,Citalopram,drug,unipolar depression,disease,ABCB1,gene/protein
4152,83840,15083,Reboxetine,drug,unipolar depression,disease,ABCB1,gene/protein
4152,83840,15087,Venlafaxine,drug,unipolar depression,disease,ABCB1,gene/protein
4152,83840,14161,Olanzapine,drug,unipolar depression,disease,ABCB1,gene/protein
4152,83840,14176,Fluoxetine,drug,unipolar depression,disease,ABCB1,gene/protein
4152,83840,14177,Duloxetine,drug,unipolar depression,disease,ABCB1,gene/protein
4152,83840,14962,Trazodone,drug,unipolar depression,disease,ABCB1,gene/protein
4152,83840,15116,Paroxetine,drug,unipolar depression,disease,ABCB1,gene/protein
4152,83840,15138,Selegiline,drug,unipolar depression,disease,ABCB1,gene/protein
4152,83840,15146,Nefazodone,drug,unipolar depression,disease,ABCB1,gene/protein
4152,83840,15148,Escitalopram,drug,unipolar depression,disease,ABCB1,gene/protein
4152,83840,15222,Levomilnacipran,drug,unipolar depression,disease,ABCB1,gene/protein
4152,37703,15082,Citalopram,drug,neurotic disorder,disease,ABCB1,gene/protein
4152,37703,14156,Amitriptyline,drug,neurotic disorder,disease,ABCB1,gene/protein
4152,37703,17305,Protriptyline,drug,neurotic disorder,disease,ABCB1,gene/protein
4152,37703,14173,Imipramine,drug,neurotic disorder,disease,ABCB1,gene/protein
4152,37703,14176,Fluoxetine,drug,neurotic disorder,disease,ABCB1,gene/protein
4152,37703,14189,Nortriptyline,drug,neurotic disorder,disease,ABCB1,gene/protein
4152,37703,15116,Paroxetine,drug,neurotic disorder,disease,ABCB1,gene/protein
4152,37703,15117,Trimipramine,drug,neurotic disorder,disease,ABCB1,gene/protein
4152,37703,14299,Sertraline,drug,neurotic disorder,disease,ABCB1,gene/protein
4152,37703,14310,Doxepin,drug,neurotic disorder,disease,ABCB1,gene/protein
4152,37703,14543,Desipramine,drug,neurotic disorder,disease,ABCB1,gene/protein
4358,27933,17558,Pregabalin,drug,anxiety disorder,disease,SLC1A1,gene/protein
12489,27933,15083,Reboxetine,drug,anxiety disorder,disease,SLC6A2,gene/protein
12489,27933,15087,Venlafaxine,drug,anxiety disorder,disease,SLC6A2,gene/protein
12489,27933,14156,Amitriptyline,drug,anxiety disorder,disease,SLC6A2,gene/protein
12489,27933,17305,Protriptyline,drug,anxiety disorder,disease,SLC6A2,gene/protein
12489,27933,14173,Imipramine,drug,anxiety disorder,disease,SLC6A2,gene/protein
12489,27933,14177,Duloxetine,drug,anxiety disorder,disease,SLC6A2,gene/protein
12489,27933,14189,Nortriptyline,drug,anxiety disorder,disease,SLC6A2,gene/protein
12489,27933,14540,Amoxapine,drug,anxiety disorder,disease,SLC6A2,gene/protein
12489,27933,15116,Paroxetine,drug,anxiety disorder,disease,SLC6A2,gene/protein
12489,27933,15117,Trimipramine,drug,anxiety disorder,disease,SLC6A2,gene/protein
12489,27933,14542,Maprotiline,drug,anxiety disorder,disease,SLC6A2,gene/protein
12489,27933,14299,Sertraline,drug,anxiety disorder,disease,SLC6A2,gene/protein
12489,27933,14310,Doxepin,drug,anxiety disorder,disease,SLC6A2,gene/protein
12489,27933,15146,Nefazodone,drug,anxiety disorder,disease,SLC6A2,gene/protein
12489,27933,14543,Desipramine,drug,anxiety disorder,disease,SLC6A2,gene/protein
12489,27933,14544,Bupropion,drug,anxiety disorder,disease,SLC6A2,gene/protein
12489,27933,15148,Escitalopram,drug,anxiety disorder,disease,SLC6A2,gene/protein
12489,27933,17310,Amineptine,drug,anxiety disorder,disease,SLC6A2,gene/protein
12489,27933,15197,Mianserin,drug,anxiety disorder,disease,SLC6A2,gene/protein
12489,27933,15211,Desvenlafaxine,drug,anxiety disorder,disease,SLC6A2,gene/protein
12489,27933,15222,Levomilnacipran,drug,anxiety disorder,disease,SLC6A2,gene/protein
12489,27933,15035,Vortioxetine,drug,anxiety disorder,disease,SLC6A2,gene/protein
12489,27933,15233,Dosulepin,drug,anxiety disorder,disease,SLC6A2,gene/protein
12489,83840,15083,Reboxetine,drug,unipolar depression,disease,SLC6A2,gene/protein
12489,83840,15087,Venlafaxine,drug,unipolar depression,disease,SLC6A2,gene/protein
12489,83840,14177,Duloxetine,drug,unipolar depression,disease,SLC6A2,gene/protein
12489,83840,15116,Paroxetine,drug,unipolar depression,disease,SLC6A2,gene/protein
12489,83840,15146,Nefazodone,drug,unipolar depression,disease,SLC6A2,gene/protein
12489,83840,14544,Bupropion,drug,unipolar depression,disease,SLC6A2,gene/protein
12489,83840,15148,Escitalopram,drug,unipolar depression,disease,SLC6A2,gene/protein
12489,83840,15197,Mianserin,drug,unipolar depression,disease,SLC6A2,gene/protein
12489,83840,15211,Desvenlafaxine,drug,unipolar depression,disease,SLC6A2,gene/protein
12489,83840,15222,Levomilnacipran,drug,unipolar depression,disease,SLC6A2,gene/protein
12489,83840,15035,Vortioxetine,drug,unipolar depression,disease,SLC6A2,gene/protein
12489,83840,15233,Dosulepin,drug,unipolar depression,disease,SLC6A2,gene/protein
12489,37703,14156,Amitriptyline,drug,neurotic disorder,disease,SLC6A2,gene/protein
12489,37703,17305,Protriptyline,drug,neurotic disorder,disease,SLC6A2,gene/protein
12489,37703,14173,Imipramine,drug,neurotic disorder,disease,SLC6A2,gene/protein
12489,37703,14189,Nortriptyline,drug,neurotic disorder,disease,SLC6A2,gene/protein
12489,37703,14540,Amoxapine,drug,neurotic disorder,disease,SLC6A2,gene/protein
12489,37703,15116,Paroxetine,drug,neurotic disorder,disease,SLC6A2,gene/protein
12489,37703,15117,Trimipramine,drug,neurotic disorder,disease,SLC6A2,gene/protein
12489,37703,14542,Maprotiline,drug,neurotic disorder,disease,SLC6A2,gene/protein
12489,37703,14299,Sertraline,drug,neurotic disorder,disease,SLC6A2,gene/protein
12489,37703,14310,Doxepin,drug,neurotic disorder,disease,SLC6A2,gene/protein
12489,37703,14543,Desipramine,drug,neurotic disorder,disease,SLC6A2,gene/protein
12489,37703,14544,Bupropion,drug,neurotic disorder,disease,SLC6A2,gene/protein
12489,37703,17310,Amineptine,drug,neurotic disorder,disease,SLC6A2,gene/protein
1311,27933,15087,Venlafaxine,drug,anxiety disorder,disease,SLC6A3,gene/protein
1311,27933,14173,Imipramine,drug,anxiety disorder,disease,SLC6A3,gene/protein
1311,27933,14177,Duloxetine,drug,anxiety disorder,disease,SLC6A3,gene/protein
1311,27933,14540,Amoxapine,drug,anxiety disorder,disease,SLC6A3,gene/protein
1311,27933,15117,Trimipramine,drug,anxiety disorder,disease,SLC6A3,gene/protein
1311,27933,14299,Sertraline,drug,anxiety disorder,disease,SLC6A3,gene/protein
1311,27933,15146,Nefazodone,drug,anxiety disorder,disease,SLC6A3,gene/protein
1311,27933,14544,Bupropion,drug,anxiety disorder,disease,SLC6A3,gene/protein
1311,27933,15148,Escitalopram,drug,anxiety disorder,disease,SLC6A3,gene/protein
1311,27933,15197,Mianserin,drug,anxiety disorder,disease,SLC6A3,gene/protein
1311,27933,15211,Desvenlafaxine,drug,anxiety disorder,disease,SLC6A3,gene/protein
1311,83840,15087,Venlafaxine,drug,unipolar depression,disease,SLC6A3,gene/protein
1311,83840,14177,Duloxetine,drug,unipolar depression,disease,SLC6A3,gene/protein
1311,83840,15146,Nefazodone,drug,unipolar depression,disease,SLC6A3,gene/protein
1311,83840,14544,Bupropion,drug,unipolar depression,disease,SLC6A3,gene/protein
1311,83840,15148,Escitalopram,drug,unipolar depression,disease,SLC6A3,gene/protein
1311,83840,15197,Mianserin,drug,unipolar depression,disease,SLC6A3,gene/protein
1311,83840,15211,Desvenlafaxine,drug,unipolar depression,disease,SLC6A3,gene/protein
1311,37703,14173,Imipramine,drug,neurotic disorder,disease,SLC6A3,gene/protein
1311,37703,14540,Amoxapine,drug,neurotic disorder,disease,SLC6A3,gene/protein
1311,37703,15117,Trimipramine,drug,neurotic disorder,disease,SLC6A3,gene/protein
1311,37703,14299,Sertraline,drug,neurotic disorder,disease,SLC6A3,gene/protein
1311,37703,14544,Bupropion,drug,neurotic disorder,disease,SLC6A3,gene/protein
2591,27933,15082,Citalopram,drug,anxiety disorder,disease,SLC6A4,gene/protein
2591,27933,15087,Venlafaxine,drug,anxiety disorder,disease,SLC6A4,gene/protein
2591,27933,14156,Amitriptyline,drug,anxiety disorder,disease,SLC6A4,gene/protein
2591,27933,17305,Protriptyline,drug,anxiety disorder,disease,SLC6A4,gene/protein
2591,27933,14173,Imipramine,drug,anxiety disorder,disease,SLC6A4,gene/protein
2591,27933,14176,Fluoxetine,drug,anxiety disorder,disease,SLC6A4,gene/protein
2591,27933,14177,Duloxetine,drug,anxiety disorder,disease,SLC6A4,gene/protein
2591,27933,14189,Nortriptyline,drug,anxiety disorder,disease,SLC6A4,gene/protein
2591,27933,14540,Amoxapine,drug,anxiety disorder,disease,SLC6A4,gene/protein
2591,27933,14962,Trazodone,drug,anxiety disorder,disease,SLC6A4,gene/protein
2591,27933,15116,Paroxetine,drug,anxiety disorder,disease,SLC6A4,gene/protein
2591,27933,15117,Trimipramine,drug,anxiety disorder,disease,SLC6A4,gene/protein
2591,27933,14299,Sertraline,drug,anxiety disorder,disease,SLC6A4,gene/protein
2591,27933,14310,Doxepin,drug,anxiety disorder,disease,SLC6A4,gene/protein
2591,27933,15146,Nefazodone,drug,anxiety disorder,disease,SLC6A4,gene/protein
2591,27933,14543,Desipramine,drug,anxiety disorder,disease,SLC6A4,gene/protein
2591,27933,15148,Escitalopram,drug,anxiety disorder,disease,SLC6A4,gene/protein
2591,27933,17310,Amineptine,drug,anxiety disorder,disease,SLC6A4,gene/protein
2591,27933,15197,Mianserin,drug,anxiety disorder,disease,SLC6A4,gene/protein
2591,27933,15209,Vilazodone,drug,anxiety disorder,disease,SLC6A4,gene/protein
2591,27933,15211,Desvenlafaxine,drug,anxiety disorder,disease,SLC6A4,gene/protein
2591,27933,15222,Levomilnacipran,drug,anxiety disorder,disease,SLC6A4,gene/protein
2591,27933,17257,Butriptyline,drug,anxiety disorder,disease,SLC6A4,gene/protein
2591,27933,15035,Vortioxetine,drug,anxiety disorder,disease,SLC6A4,gene/protein
2591,27933,15233,Dosulepin,drug,anxiety disorder,disease,SLC6A4,gene/protein
2591,27933,15094,Mirtazapine,drug,anxiety disorder,disease,SLC6A4,gene/protein
2591,83840,15082,Citalopram,drug,unipolar depression,disease,SLC6A4,gene/protein
2591,83840,15087,Venlafaxine,drug,unipolar depression,disease,SLC6A4,gene/protein
2591,83840,14176,Fluoxetine,drug,unipolar depression,disease,SLC6A4,gene/protein
2591,83840,14177,Duloxetine,drug,unipolar depression,disease,SLC6A4,gene/protein
2591,83840,14962,Trazodone,drug,unipolar depression,disease,SLC6A4,gene/protein
2591,83840,15116,Paroxetine,drug,unipolar depression,disease,SLC6A4,gene/protein
2591,83840,15146,Nefazodone,drug,unipolar depression,disease,SLC6A4,gene/protein
2591,83840,15148,Escitalopram,drug,unipolar depression,disease,SLC6A4,gene/protein
2591,83840,15197,Mianserin,drug,unipolar depression,disease,SLC6A4,gene/protein
2591,83840,15209,Vilazodone,drug,unipolar depression,disease,SLC6A4,gene/protein
2591,83840,15211,Desvenlafaxine,drug,unipolar depression,disease,SLC6A4,gene/protein
2591,83840,15222,Levomilnacipran,drug,unipolar depression,disease,SLC6A4,gene/protein
2591,83840,15035,Vortioxetine,drug,unipolar depression,disease,SLC6A4,gene/protein
2591,83840,15233,Dosulepin,drug,unipolar depression,disease,SLC6A4,gene/protein
2591,83840,15094,Mirtazapine,drug,unipolar depression,disease,SLC6A4,gene/protein
2591,37703,15082,Citalopram,drug,neurotic disorder,disease,SLC6A4,gene/protein
2591,37703,14156,Amitriptyline,drug,neurotic disorder,disease,SLC6A4,gene/protein
2591,37703,17305,Protriptyline,drug,neurotic disorder,disease,SLC6A4,gene/protein
2591,37703,14173,Imipramine,drug,neurotic disorder,disease,SLC6A4,gene/protein
2591,37703,14176,Fluoxetine,drug,neurotic disorder,disease,SLC6A4,gene/protein
2591,37703,14189,Nortriptyline,drug,neurotic disorder,disease,SLC6A4,gene/protein
2591,37703,14540,Amoxapine,drug,neurotic disorder,disease,SLC6A4,gene/protein
2591,37703,15116,Paroxetine,drug,neurotic disorder,disease,SLC6A4,gene/protein
2591,37703,15117,Trimipramine,drug,neurotic disorder,disease,SLC6A4,gene/protein
2591,37703,14299,Sertraline,drug,neurotic disorder,disease,SLC6A4,gene/protein
2591,37703,14310,Doxepin,drug,neurotic disorder,disease,SLC6A4,gene/protein
2591,37703,14543,Desipramine,drug,neurotic disorder,disease,SLC6A4,gene/protein
2591,37703,17310,Amineptine,drug,neurotic disorder,disease,SLC6A4,gene/protein
2591,37703,17257,Butriptyline,drug,neurotic disorder,disease,SLC6A4,gene/protein
22039,27933,15116,Paroxetine,drug,anxiety disorder,disease,HTR3B,gene/protein
22039,27933,20147,Setiptiline,drug,anxiety disorder,disease,HTR3B,gene/protein
22039,83840,15116,Paroxetine,drug,unipolar depression,disease,HTR3B,gene/protein
22039,37703,15116,Paroxetine,drug,neurotic disorder,disease,HTR3B,gene/protein
22039,37703,20147,Setiptiline,drug,neurotic disorder,disease,HTR3B,gene/protein
2472,83760,14156,Amitriptyline,drug,dysthymic disorder,disease,ADRA2A,gene/protein
2472,83760,14540,Amoxapine,drug,dysthymic disorder,disease,ADRA2A,gene/protein
2472,83760,15117,Trimipramine,drug,dysthymic disorder,disease,ADRA2A,gene/protein
2472,83760,14905,Pirlindole,drug,dysthymic disorder,disease,ADRA2A,gene/protein
2472,83760,14189,Nortriptyline,drug,dysthymic disorder,disease,ADRA2A,gene/protein
2472,83760,15116,Paroxetine,drug,dysthymic disorder,disease,ADRA2A,gene/protein
