phenotype_index,disease_index,drug_index,drug_name,drug_type,disease_name,disease_type,phenotype_name,phenotype_type
22999,29194,14207,Imatinib,drug,gastrointestinal stromal tumor,disease,Dysphagia,effect/phenotype
22999,29194,15002,Sunitinib,drug,gastrointestinal stromal tumor,disease,Dysphagia,effect/phenotype
23166,29194,14207,Imatinib,drug,gastrointestinal stromal tumor,disease,Intestinal obstruction,effect/phenotype
93522,29194,14207,Imatinib,drug,gastrointestinal stromal tumor,disease,Gastrointestinal stroma tumor,effect/phenotype
22952,27629,14168,Spironolactone,drug,Bartter disease,disease,Fever,effect/phenotype
23157,27629,14168,Spironolactone,drug,Bartter disease,disease,Vomiting,effect/phenotype
26674,27452,14320,Dexamethasone,drug,Diamond-Blackfan anemia,disease,Osteoporosis,effect/phenotype
26674,27452,14019,Betamethasone,drug,Diamond-Blackfan anemia,disease,Osteoporosis,effect/phenotype
26674,27452,14028,Hydrocortisone,drug,Diamond-Blackfan anemia,disease,Osteoporosis,effect/phenotype
26674,27452,14269,Methylprednisolone,drug,Diamond-Blackfan anemia,disease,Osteoporosis,effect/phenotype
26674,27452,14030,Prednisolone,drug,Diamond-Blackfan anemia,disease,Osteoporosis,effect/phenotype
26674,27452,14024,Prednisone,drug,Diamond-Blackfan anemia,disease,Osteoporosis,effect/phenotype
26674,27452,14023,Triamcinolone,drug,Diamond-Blackfan anemia,disease,Osteoporosis,effect/phenotype
23113,28547,14830,Amantadine,drug,Parkinson disease,disease,Hallucinations,effect/phenotype
23113,28547,14220,Apomorphine,drug,Parkinson disease,disease,Hallucinations,effect/phenotype
23113,28547,15493,Bromocriptine,drug,Parkinson disease,disease,Hallucinations,effect/phenotype
23113,28547,15147,Orphenadrine,drug,Parkinson disease,disease,Hallucinations,effect/phenotype
23113,28547,15490,Pergolide,drug,Parkinson disease,disease,Hallucinations,effect/phenotype
23113,28547,16842,Pramipexole,drug,Parkinson disease,disease,Hallucinations,effect/phenotype
23113,28547,15291,Ropinirole,drug,Parkinson disease,disease,Hallucinations,effect/phenotype
23113,28547,15138,Selegiline,drug,Parkinson disease,disease,Hallucinations,effect/phenotype
23113,28547,16054,Trihexyphenidyl,drug,Parkinson disease,disease,Hallucinations,effect/phenotype
23113,28547,15193,Rotigotine,drug,Parkinson disease,disease,Hallucinations,effect/phenotype
23113,28547,15333,Rasagiline,drug,Parkinson disease,disease,Hallucinations,effect/phenotype
23113,28547,14806,Entacapone,drug,Parkinson disease,disease,Hallucinations,effect/phenotype
23113,28547,15772,Tolcapone,drug,Parkinson disease,disease,Hallucinations,effect/phenotype
84708,28547,15138,Selegiline,drug,Parkinson disease,disease,Personality changes,effect/phenotype
22999,28547,14830,Amantadine,drug,Parkinson disease,disease,Dysphagia,effect/phenotype
22999,28547,14139,Benzatropine,drug,Parkinson disease,disease,Dysphagia,effect/phenotype
22999,28547,15493,Bromocriptine,drug,Parkinson disease,disease,Dysphagia,effect/phenotype
22999,28547,15490,Pergolide,drug,Parkinson disease,disease,Dysphagia,effect/phenotype
22999,28547,16842,Pramipexole,drug,Parkinson disease,disease,Dysphagia,effect/phenotype
22999,28547,15291,Ropinirole,drug,Parkinson disease,disease,Dysphagia,effect/phenotype
22999,28547,15138,Selegiline,drug,Parkinson disease,disease,Dysphagia,effect/phenotype
22999,28547,15333,Rasagiline,drug,Parkinson disease,disease,Dysphagia,effect/phenotype
22999,28547,14806,Entacapone,drug,Parkinson disease,disease,Dysphagia,effect/phenotype
22999,28547,15772,Tolcapone,drug,Parkinson disease,disease,Dysphagia,effect/phenotype
23135,28547,14830,Amantadine,drug,Parkinson disease,disease,Dysarthria,effect/phenotype
23135,28547,16842,Pramipexole,drug,Parkinson disease,disease,Dysarthria,effect/phenotype
23135,28547,15333,Rasagiline,drug,Parkinson disease,disease,Dysarthria,effect/phenotype
85285,28005,15782,Vigabatrin,drug,developmental and epileptic encephalopathy,disease,Respiratory failure,effect/phenotype
26674,29614,14560,Ergocalciferol,drug,osteoporosis,disease,Osteoporosis,effect/phenotype
26674,29614,14203,Medroxyprogesterone acetate,drug,osteoporosis,disease,Osteoporosis,effect/phenotype
25608,28772,17303,Miglustat,drug,Gaucher disease,disease,Abnormality of the eye,effect/phenotype
84876,29646,14945,Sorafenib,drug,hepatocellular carcinoma,disease,Hepatocellular carcinoma,effect/phenotype
26283,27366,14238,Naproxen,drug,"spondyloarthropathy, susceptibility to",disease,Inflammation of the large intestine,effect/phenotype
22831,27366,14238,Naproxen,drug,"spondyloarthropathy, susceptibility to",disease,Arrhythmia,effect/phenotype
22831,27366,15101,Celecoxib,drug,"spondyloarthropathy, susceptibility to",disease,Arrhythmia,effect/phenotype
22831,27366,14320,Dexamethasone,drug,"spondyloarthropathy, susceptibility to",disease,Arrhythmia,effect/phenotype
22831,27366,14019,Betamethasone,drug,"spondyloarthropathy, susceptibility to",disease,Arrhythmia,effect/phenotype
22831,27366,14061,Diclofenac,drug,"spondyloarthropathy, susceptibility to",disease,Arrhythmia,effect/phenotype
22831,27366,14028,Hydrocortisone,drug,"spondyloarthropathy, susceptibility to",disease,Arrhythmia,effect/phenotype
22831,27366,14158,Indomethacin,drug,"spondyloarthropathy, susceptibility to",disease,Arrhythmia,effect/phenotype
22831,27366,14269,Methylprednisolone,drug,"spondyloarthropathy, susceptibility to",disease,Arrhythmia,effect/phenotype
22831,27366,14030,Prednisolone,drug,"spondyloarthropathy, susceptibility to",disease,Arrhythmia,effect/phenotype
22831,27366,14024,Prednisone,drug,"spondyloarthropathy, susceptibility to",disease,Arrhythmia,effect/phenotype
22831,27366,14204,Sulindac,drug,"spondyloarthropathy, susceptibility to",disease,Arrhythmia,effect/phenotype
22831,27366,14023,Triamcinolone,drug,"spondyloarthropathy, susceptibility to",disease,Arrhythmia,effect/phenotype
84934,27366,15101,Celecoxib,drug,"spondyloarthropathy, susceptibility to",disease,Aortic regurgitation,effect/phenotype
23469,27366,15101,Celecoxib,drug,"spondyloarthropathy, susceptibility to",disease,Back pain,effect/phenotype
23469,27366,14061,Diclofenac,drug,"spondyloarthropathy, susceptibility to",disease,Back pain,effect/phenotype
23469,27366,14023,Triamcinolone,drug,"spondyloarthropathy, susceptibility to",disease,Back pain,effect/phenotype
22692,29652,15185,Tetrabenazine,drug,Huntington disease-like,disease,Abnormality of extrapyramidal motor function,effect/phenotype
24369,29709,14030,Prednisolone,drug,"dermatitis, atopic",disease,Atopic dermatitis,effect/phenotype
24369,29709,14024,Prednisone,drug,"dermatitis, atopic",disease,Atopic dermatitis,effect/phenotype
24369,29709,14023,Triamcinolone,drug,"dermatitis, atopic",disease,Atopic dermatitis,effect/phenotype
22566,29709,14310,Doxepin,drug,"dermatitis, atopic",disease,Pallor,effect/phenotype
84789,29709,14310,Doxepin,drug,"dermatitis, atopic",disease,Facial erythema,effect/phenotype
84789,29709,14024,Prednisone,drug,"dermatitis, atopic",disease,Facial erythema,effect/phenotype
84789,29709,14251,Tacrolimus,drug,"dermatitis, atopic",disease,Facial erythema,effect/phenotype
84767,29709,14320,Dexamethasone,drug,"dermatitis, atopic",disease,Dry skin,effect/phenotype
84767,29709,14019,Betamethasone,drug,"dermatitis, atopic",disease,Dry skin,effect/phenotype
84767,29709,14033,Fluocinonide,drug,"dermatitis, atopic",disease,Dry skin,effect/phenotype
84767,29709,14028,Hydrocortisone,drug,"dermatitis, atopic",disease,Dry skin,effect/phenotype
84767,29709,14030,Prednisolone,drug,"dermatitis, atopic",disease,Dry skin,effect/phenotype
84767,29709,14024,Prednisone,drug,"dermatitis, atopic",disease,Dry skin,effect/phenotype
84767,29709,14251,Tacrolimus,drug,"dermatitis, atopic",disease,Dry skin,effect/phenotype
22550,29709,14310,Doxepin,drug,"dermatitis, atopic",disease,Eczema,effect/phenotype
22550,29709,14021,Fluocinolone acetonide,drug,"dermatitis, atopic",disease,Eczema,effect/phenotype
22550,29709,14028,Hydrocortisone,drug,"dermatitis, atopic",disease,Eczema,effect/phenotype
22550,29709,14251,Tacrolimus,drug,"dermatitis, atopic",disease,Eczema,effect/phenotype
25945,29709,14941,Amcinonide,drug,"dermatitis, atopic",disease,Pruritus,effect/phenotype
25945,29709,17776,Desoximetasone,drug,"dermatitis, atopic",disease,Pruritus,effect/phenotype
25945,29709,14320,Dexamethasone,drug,"dermatitis, atopic",disease,Pruritus,effect/phenotype
25945,29709,14019,Betamethasone,drug,"dermatitis, atopic",disease,Pruritus,effect/phenotype
25945,29709,14310,Doxepin,drug,"dermatitis, atopic",disease,Pruritus,effect/phenotype
25945,29709,14026,Flumethasone,drug,"dermatitis, atopic",disease,Pruritus,effect/phenotype
25945,29709,14021,Fluocinolone acetonide,drug,"dermatitis, atopic",disease,Pruritus,effect/phenotype
25945,29709,14033,Fluocinonide,drug,"dermatitis, atopic",disease,Pruritus,effect/phenotype
25945,29709,14029,Flurandrenolide,drug,"dermatitis, atopic",disease,Pruritus,effect/phenotype
25945,29709,14028,Hydrocortisone,drug,"dermatitis, atopic",disease,Pruritus,effect/phenotype
25945,29709,14269,Methylprednisolone,drug,"dermatitis, atopic",disease,Pruritus,effect/phenotype
25945,29709,14024,Prednisone,drug,"dermatitis, atopic",disease,Pruritus,effect/phenotype
25945,29709,14251,Tacrolimus,drug,"dermatitis, atopic",disease,Pruritus,effect/phenotype
25945,29709,14023,Triamcinolone,drug,"dermatitis, atopic",disease,Pruritus,effect/phenotype
25945,29709,20377,Benzoyl peroxide,drug,"dermatitis, atopic",disease,Pruritus,effect/phenotype
25945,29709,15500,Desonide,drug,"dermatitis, atopic",disease,Pruritus,effect/phenotype
25945,29709,15486,Prednicarbate,drug,"dermatitis, atopic",disease,Pruritus,effect/phenotype
25945,29709,15432,Pimecrolimus,drug,"dermatitis, atopic",disease,Pruritus,effect/phenotype
25562,28017,14899,Sumatriptan,drug,"migraine with or without aura, susceptibility to",disease,Hemiplegia,effect/phenotype
25562,28017,14596,Eletriptan,drug,"migraine with or without aura, susceptibility to",disease,Hemiplegia,effect/phenotype
25562,28017,14900,Almotriptan,drug,"migraine with or without aura, susceptibility to",disease,Hemiplegia,effect/phenotype
23000,27843,14178,Chlorpromazine,drug,acute intermittent porphyria,disease,Seizure,effect/phenotype
23833,27843,14178,Chlorpromazine,drug,acute intermittent porphyria,disease,Tachycardia,effect/phenotype
84392,27843,14178,Chlorpromazine,drug,acute intermittent porphyria,disease,Urinary retention,effect/phenotype
22588,27366,14238,Naproxen,drug,"spondyloarthropathy, susceptibility to",disease,Abnormal joint morphology,effect/phenotype
22588,27366,15101,Celecoxib,drug,"spondyloarthropathy, susceptibility to",disease,Abnormal joint morphology,effect/phenotype
22588,27366,14320,Dexamethasone,drug,"spondyloarthropathy, susceptibility to",disease,Abnormal joint morphology,effect/phenotype
22588,27366,14019,Betamethasone,drug,"spondyloarthropathy, susceptibility to",disease,Abnormal joint morphology,effect/phenotype
22588,27366,14061,Diclofenac,drug,"spondyloarthropathy, susceptibility to",disease,Abnormal joint morphology,effect/phenotype
22588,27366,14028,Hydrocortisone,drug,"spondyloarthropathy, susceptibility to",disease,Abnormal joint morphology,effect/phenotype
22588,27366,14269,Methylprednisolone,drug,"spondyloarthropathy, susceptibility to",disease,Abnormal joint morphology,effect/phenotype
22588,27366,14030,Prednisolone,drug,"spondyloarthropathy, susceptibility to",disease,Abnormal joint morphology,effect/phenotype
22588,27366,14024,Prednisone,drug,"spondyloarthropathy, susceptibility to",disease,Abnormal joint morphology,effect/phenotype
22588,27366,14023,Triamcinolone,drug,"spondyloarthropathy, susceptibility to",disease,Abnormal joint morphology,effect/phenotype
22380,28005,15782,Vigabatrin,drug,developmental and epileptic encephalopathy,disease,Visual impairment,effect/phenotype
23157,29832,15218,Phenylbutyric acid,drug,hyperargininemia,disease,Vomiting,effect/phenotype
23000,27647,14559,Calcitriol,drug,hypoparathyroidism,disease,Seizure,effect/phenotype
26674,27647,14560,Ergocalciferol,drug,hypoparathyroidism,disease,Osteoporosis,effect/phenotype
22675,27647,14560,Ergocalciferol,drug,hypoparathyroidism,disease,Intellectual disability,effect/phenotype
23157,29854,14320,Dexamethasone,drug,hereditary angioedema,disease,Vomiting,effect/phenotype
23157,29854,14019,Betamethasone,drug,hereditary angioedema,disease,Vomiting,effect/phenotype
23157,29854,14028,Hydrocortisone,drug,hereditary angioedema,disease,Vomiting,effect/phenotype
23157,29854,14269,Methylprednisolone,drug,hereditary angioedema,disease,Vomiting,effect/phenotype
23157,29854,14024,Prednisone,drug,hereditary angioedema,disease,Vomiting,effect/phenotype
23157,29854,14023,Triamcinolone,drug,hereditary angioedema,disease,Vomiting,effect/phenotype
26938,29854,14024,Prednisone,drug,hereditary angioedema,disease,Facial edema,effect/phenotype
22999,29865,14141,Phenytoin,drug,Lennox-Gastaut syndrome,disease,Dysphagia,effect/phenotype
22999,29865,14956,Carbamazepine,drug,Lennox-Gastaut syndrome,disease,Dysphagia,effect/phenotype
22999,29865,15090,Clobazam,drug,Lennox-Gastaut syndrome,disease,Dysphagia,effect/phenotype
22999,29865,14294,Clonazepam,drug,Lennox-Gastaut syndrome,disease,Dysphagia,effect/phenotype
22999,29865,15475,Felbamate,drug,Lennox-Gastaut syndrome,disease,Dysphagia,effect/phenotype
22999,29865,14192,Lamotrigine,drug,Lennox-Gastaut syndrome,disease,Dysphagia,effect/phenotype
22999,29865,14144,Topiramate,drug,Lennox-Gastaut syndrome,disease,Dysphagia,effect/phenotype
84456,29865,15475,Felbamate,drug,Lennox-Gastaut syndrome,disease,Gastroesophageal reflux,effect/phenotype
84456,29865,14144,Topiramate,drug,Lennox-Gastaut syndrome,disease,Gastroesophageal reflux,effect/phenotype
84398,29865,14141,Phenytoin,drug,Lennox-Gastaut syndrome,disease,Gingival overgrowth,effect/phenotype
84398,29865,14192,Lamotrigine,drug,Lennox-Gastaut syndrome,disease,Gingival overgrowth,effect/phenotype
84398,29865,14144,Topiramate,drug,Lennox-Gastaut syndrome,disease,Gingival overgrowth,effect/phenotype
25279,28005,15782,Vigabatrin,drug,developmental and epileptic encephalopathy,disease,Strabismus,effect/phenotype
23101,28005,15782,Vigabatrin,drug,developmental and epileptic encephalopathy,disease,Tremor,effect/phenotype
25201,29887,15898,Betahistine,drug,Meniere disease,disease,Vertigo,effect/phenotype
23244,29715,14320,Dexamethasone,drug,chondrocalcinosis,disease,Arthropathy,effect/phenotype
23244,29715,14019,Betamethasone,drug,chondrocalcinosis,disease,Arthropathy,effect/phenotype
23244,29715,14028,Hydrocortisone,drug,chondrocalcinosis,disease,Arthropathy,effect/phenotype
23244,29715,14269,Methylprednisolone,drug,chondrocalcinosis,disease,Arthropathy,effect/phenotype
23244,29715,14030,Prednisolone,drug,chondrocalcinosis,disease,Arthropathy,effect/phenotype
23244,29715,14024,Prednisone,drug,chondrocalcinosis,disease,Arthropathy,effect/phenotype
23244,29715,14023,Triamcinolone,drug,chondrocalcinosis,disease,Arthropathy,effect/phenotype
23000,27430,17303,Miglustat,drug,Niemann-Pick disease,disease,Seizure,effect/phenotype
23135,29652,15185,Tetrabenazine,drug,Huntington disease-like,disease,Dysarthria,effect/phenotype
23118,29652,15185,Tetrabenazine,drug,Huntington disease-like,disease,Rigidity,effect/phenotype
22447,29652,15185,Tetrabenazine,drug,Huntington disease-like,disease,Anxiety,effect/phenotype
22133,27219,14208,Testosterone,drug,hypogonadotropic hypogonadism with or without anosmia,disease,Hypogonadism,effect/phenotype
23285,29955,15822,Ursodeoxycholic acid,drug,Reynolds syndrome,disease,Hyperbilirubinemia,effect/phenotype
25945,29955,15822,Ursodeoxycholic acid,drug,Reynolds syndrome,disease,Pruritus,effect/phenotype
24475,29955,15822,Ursodeoxycholic acid,drug,Reynolds syndrome,disease,Elevated hepatic transaminase,effect/phenotype
23079,29955,15822,Ursodeoxycholic acid,drug,Reynolds syndrome,disease,Gastrointestinal hemorrhage,effect/phenotype
22585,29955,15822,Ursodeoxycholic acid,drug,Reynolds syndrome,disease,Jaundice,effect/phenotype
22939,27629,14168,Spironolactone,drug,Bartter disease,disease,Renal insufficiency,effect/phenotype
22953,27249,14208,Testosterone,drug,isolated growth hormone deficiency,disease,Hypoglycemia,effect/phenotype
26336,28426,15420,Pantoprazole,drug,multiple endocrine neoplasia,disease,Chest pain,effect/phenotype
26336,28426,15144,Rabeprazole,drug,multiple endocrine neoplasia,disease,Chest pain,effect/phenotype
85015,28426,15420,Pantoprazole,drug,multiple endocrine neoplasia,disease,Palpitations,effect/phenotype
85015,28426,15144,Rabeprazole,drug,multiple endocrine neoplasia,disease,Palpitations,effect/phenotype
23002,28426,14729,Cimetidine,drug,multiple endocrine neoplasia,disease,Headache,effect/phenotype
23002,28426,15420,Pantoprazole,drug,multiple endocrine neoplasia,disease,Headache,effect/phenotype
23002,28426,15144,Rabeprazole,drug,multiple endocrine neoplasia,disease,Headache,effect/phenotype
86289,30039,15134,Hydroxyurea,drug,"chronic myelogenous leukemia, BCR-ABL1 positive",disease,Chronic myelogenous leukemia,effect/phenotype
86289,30039,14207,Imatinib,drug,"chronic myelogenous leukemia, BCR-ABL1 positive",disease,Chronic myelogenous leukemia,effect/phenotype
86289,30039,14794,Dasatinib,drug,"chronic myelogenous leukemia, BCR-ABL1 positive",disease,Chronic myelogenous leukemia,effect/phenotype
22939,28262,15558,Tolvaptan,drug,polycystic kidney disease,disease,Renal insufficiency,effect/phenotype
90237,30075,14194,Methotrexate,drug,Burkitt lymphoma,disease,Burkitt lymphoma,effect/phenotype
23973,30075,14275,Doxorubicin,drug,Burkitt lymphoma,disease,Immunodeficiency,effect/phenotype
23973,30075,14194,Methotrexate,drug,Burkitt lymphoma,disease,Immunodeficiency,effect/phenotype
24285,28005,15782,Vigabatrin,drug,developmental and epileptic encephalopathy,disease,Hyperactivity,effect/phenotype
24285,28005,15231,Stiripentol,drug,developmental and epileptic encephalopathy,disease,Hyperactivity,effect/phenotype
22939,27421,14248,Cysteamine,drug,nephropathic cystinosis,disease,Renal insufficiency,effect/phenotype
22966,27421,14248,Cysteamine,drug,nephropathic cystinosis,disease,Dehydration,effect/phenotype
23153,30093,15493,Bromocriptine,drug,parkinsonian-pyramidal syndrome,disease,Parkinsonism,effect/phenotype
23153,30093,16842,Pramipexole,drug,parkinsonian-pyramidal syndrome,disease,Parkinsonism,effect/phenotype
23153,30093,15291,Ropinirole,drug,parkinsonian-pyramidal syndrome,disease,Parkinsonism,effect/phenotype
23153,30093,14806,Entacapone,drug,parkinsonian-pyramidal syndrome,disease,Parkinsonism,effect/phenotype
84357,30093,15138,Selegiline,drug,parkinsonian-pyramidal syndrome,disease,Bradykinesia,effect/phenotype
23135,30093,14830,Amantadine,drug,parkinsonian-pyramidal syndrome,disease,Dysarthria,effect/phenotype
23135,30093,16842,Pramipexole,drug,parkinsonian-pyramidal syndrome,disease,Dysarthria,effect/phenotype
23135,30093,15333,Rasagiline,drug,parkinsonian-pyramidal syndrome,disease,Dysarthria,effect/phenotype
23118,30093,16842,Pramipexole,drug,parkinsonian-pyramidal syndrome,disease,Rigidity,effect/phenotype
23118,30093,15333,Rasagiline,drug,parkinsonian-pyramidal syndrome,disease,Rigidity,effect/phenotype
22692,30093,16842,Pramipexole,drug,parkinsonian-pyramidal syndrome,disease,Abnormality of extrapyramidal motor function,effect/phenotype
22692,30093,15291,Ropinirole,drug,parkinsonian-pyramidal syndrome,disease,Abnormality of extrapyramidal motor function,effect/phenotype
22692,30093,15772,Tolcapone,drug,parkinsonian-pyramidal syndrome,disease,Abnormality of extrapyramidal motor function,effect/phenotype
23101,30093,14830,Amantadine,drug,parkinsonian-pyramidal syndrome,disease,Tremor,effect/phenotype
23101,30093,16842,Pramipexole,drug,parkinsonian-pyramidal syndrome,disease,Tremor,effect/phenotype
23101,30093,15291,Ropinirole,drug,parkinsonian-pyramidal syndrome,disease,Tremor,effect/phenotype
23101,30093,15138,Selegiline,drug,parkinsonian-pyramidal syndrome,disease,Tremor,effect/phenotype
23101,30093,15193,Rotigotine,drug,parkinsonian-pyramidal syndrome,disease,Tremor,effect/phenotype
23101,30093,15333,Rasagiline,drug,parkinsonian-pyramidal syndrome,disease,Tremor,effect/phenotype
23101,30093,14806,Entacapone,drug,parkinsonian-pyramidal syndrome,disease,Tremor,effect/phenotype
23101,30093,15772,Tolcapone,drug,parkinsonian-pyramidal syndrome,disease,Tremor,effect/phenotype
22934,30264,15107,Vinblastine,drug,letterer-Siwe disease,disease,Thrombocytopenia,effect/phenotype
84357,29652,15185,Tetrabenazine,drug,Huntington disease-like,disease,Bradykinesia,effect/phenotype
22966,28262,15558,Tolvaptan,drug,polycystic kidney disease,disease,Dehydration,effect/phenotype
22928,27292,20239,Penicillamine,drug,glycogen storage disease,disease,Hemolytic anemia,effect/phenotype
23000,27446,17286,Nitisinone,drug,tyrosinemia,disease,Seizure,effect/phenotype
86671,30374,14159,Ipratropium,drug,"COPD, severe early onset",disease,Chronic pulmonary obstruction,effect/phenotype
24461,28426,15420,Pantoprazole,drug,multiple endocrine neoplasia,disease,Abnormality of the skin,effect/phenotype
25512,30447,14194,Methotrexate,drug,"lymphoma, non-Hodgkin, familial",disease,Lymphoma,effect/phenotype
86797,30494,20212,Melphalan,drug,plasma cell myeloma,disease,Multiple myeloma,effect/phenotype
86797,30494,15077,Bortezomib,drug,plasma cell myeloma,disease,Multiple myeloma,effect/phenotype
86797,30494,16753,Lenalidomide,drug,plasma cell myeloma,disease,Multiple myeloma,effect/phenotype
84693,27248,15308,Riluzole,drug,amyotrophic lateral sclerosis,disease,Emotional lability,effect/phenotype
22323,27248,15308,Riluzole,drug,amyotrophic lateral sclerosis,disease,Muscle weakness,effect/phenotype
84704,27248,15308,Riluzole,drug,amyotrophic lateral sclerosis,disease,Apathy,effect/phenotype
22680,27248,15308,Riluzole,drug,amyotrophic lateral sclerosis,disease,Spasticity,effect/phenotype
22395,28005,15782,Vigabatrin,drug,developmental and epileptic encephalopathy,disease,Retinal degeneration,effect/phenotype
89076,28547,14830,Amantadine,drug,Parkinson disease,disease,Paranoia,effect/phenotype
89076,28547,15493,Bromocriptine,drug,Parkinson disease,disease,Paranoia,effect/phenotype
89076,28547,15490,Pergolide,drug,Parkinson disease,disease,Paranoia,effect/phenotype
89076,28547,16842,Pramipexole,drug,Parkinson disease,disease,Paranoia,effect/phenotype
89076,28547,15291,Ropinirole,drug,Parkinson disease,disease,Paranoia,effect/phenotype
89076,28547,15138,Selegiline,drug,Parkinson disease,disease,Paranoia,effect/phenotype
89076,28547,16054,Trihexyphenidyl,drug,Parkinson disease,disease,Paranoia,effect/phenotype
89076,28547,15333,Rasagiline,drug,Parkinson disease,disease,Paranoia,effect/phenotype
89076,28547,14806,Entacapone,drug,Parkinson disease,disease,Paranoia,effect/phenotype
89076,28547,15772,Tolcapone,drug,Parkinson disease,disease,Paranoia,effect/phenotype
84696,28005,15782,Vigabatrin,drug,developmental and epileptic encephalopathy,disease,Aggressive behavior,effect/phenotype
84696,28005,15231,Stiripentol,drug,developmental and epileptic encephalopathy,disease,Aggressive behavior,effect/phenotype
86308,30654,14919,Nelarabine,drug,acute lymphoblastic/lymphocytic leukemia,disease,Chronic lymphatic leukemia,effect/phenotype
84452,28005,15782,Vigabatrin,drug,developmental and epileptic encephalopathy,disease,Drooling,effect/phenotype
22304,30664,14968,Modafinil,drug,X-linked adrenoleukodystrophy,disease,Hearing impairment,effect/phenotype
23073,30664,15074,Amphetamine,drug,X-linked adrenoleukodystrophy,disease,Alopecia,effect/phenotype
23073,30664,15173,Dextroamphetamine,drug,X-linked adrenoleukodystrophy,disease,Alopecia,effect/phenotype
23073,30664,16855,Methylphenidate,drug,X-linked adrenoleukodystrophy,disease,Alopecia,effect/phenotype
23073,30664,14644,Sodium oxybate,drug,X-linked adrenoleukodystrophy,disease,Alopecia,effect/phenotype
23000,30664,15074,Amphetamine,drug,X-linked adrenoleukodystrophy,disease,Seizure,effect/phenotype
23000,30664,15173,Dextroamphetamine,drug,X-linked adrenoleukodystrophy,disease,Seizure,effect/phenotype
23000,30664,16855,Methylphenidate,drug,X-linked adrenoleukodystrophy,disease,Seizure,effect/phenotype
23000,30664,14968,Modafinil,drug,X-linked adrenoleukodystrophy,disease,Seizure,effect/phenotype
23000,30664,14644,Sodium oxybate,drug,X-linked adrenoleukodystrophy,disease,Seizure,effect/phenotype
25311,30664,14644,Sodium oxybate,drug,X-linked adrenoleukodystrophy,disease,Urinary incontinence,effect/phenotype
22398,30664,16855,Methylphenidate,drug,X-linked adrenoleukodystrophy,disease,Behavioral abnormality,effect/phenotype
26680,30664,14644,Sodium oxybate,drug,X-linked adrenoleukodystrophy,disease,Bowel incontinence,effect/phenotype
86892,30664,16855,Methylphenidate,drug,X-linked adrenoleukodystrophy,disease,Attention deficit hyperactivity disorder,effect/phenotype
85189,28005,15782,Vigabatrin,drug,developmental and epileptic encephalopathy,disease,Supernumerary nipple,effect/phenotype
26162,30715,20129,Chlordiazepoxide,drug,Wernicke-Korsakoff syndrome,disease,Confusion,effect/phenotype
26162,30715,14245,Diazepam,drug,Wernicke-Korsakoff syndrome,disease,Confusion,effect/phenotype
24284,30715,14245,Diazepam,drug,Wernicke-Korsakoff syndrome,disease,Memory impairment,effect/phenotype
22859,27452,14320,Dexamethasone,drug,Diamond-Blackfan anemia,disease,Congestive heart failure,effect/phenotype
22859,27452,14019,Betamethasone,drug,Diamond-Blackfan anemia,disease,Congestive heart failure,effect/phenotype
22859,27452,14028,Hydrocortisone,drug,Diamond-Blackfan anemia,disease,Congestive heart failure,effect/phenotype
22859,27452,14269,Methylprednisolone,drug,Diamond-Blackfan anemia,disease,Congestive heart failure,effect/phenotype
22859,27452,14030,Prednisolone,drug,Diamond-Blackfan anemia,disease,Congestive heart failure,effect/phenotype
22859,27452,14024,Prednisone,drug,Diamond-Blackfan anemia,disease,Congestive heart failure,effect/phenotype
22859,27452,14023,Triamcinolone,drug,Diamond-Blackfan anemia,disease,Congestive heart failure,effect/phenotype
22934,27452,14320,Dexamethasone,drug,Diamond-Blackfan anemia,disease,Thrombocytopenia,effect/phenotype
22934,27452,14019,Betamethasone,drug,Diamond-Blackfan anemia,disease,Thrombocytopenia,effect/phenotype
23002,30773,14338,Colchicine,drug,autosomal recessive familial Mediterranean fever,disease,Headache,effect/phenotype
23544,30773,14338,Colchicine,drug,autosomal recessive familial Mediterranean fever,disease,Myalgia,effect/phenotype
23157,30773,14338,Colchicine,drug,autosomal recessive familial Mediterranean fever,disease,Vomiting,effect/phenotype
23901,30773,14338,Colchicine,drug,autosomal recessive familial Mediterranean fever,disease,Arthralgia,effect/phenotype
23158,30773,14338,Colchicine,drug,autosomal recessive familial Mediterranean fever,disease,Abdominal pain,effect/phenotype
84993,30800,15101,Celecoxib,drug,juvenile arthritis due to defect in LACC1,disease,Thrombocytosis,effect/phenotype
84993,30800,14287,Ibuprofen,drug,juvenile arthritis due to defect in LACC1,disease,Thrombocytosis,effect/phenotype
84993,30800,14419,Dexibuprofen,drug,juvenile arthritis due to defect in LACC1,disease,Thrombocytosis,effect/phenotype
22923,30800,14019,Betamethasone,drug,juvenile arthritis due to defect in LACC1,disease,Leukocytosis,effect/phenotype
22923,30800,14269,Methylprednisolone,drug,juvenile arthritis due to defect in LACC1,disease,Leukocytosis,effect/phenotype
22923,30800,14024,Prednisone,drug,juvenile arthritis due to defect in LACC1,disease,Leukocytosis,effect/phenotype
23157,30813,14320,Dexamethasone,drug,Addison disease,disease,Vomiting,effect/phenotype
23157,30813,14019,Betamethasone,drug,Addison disease,disease,Vomiting,effect/phenotype
23157,30813,14028,Hydrocortisone,drug,Addison disease,disease,Vomiting,effect/phenotype
23157,30813,14269,Methylprednisolone,drug,Addison disease,disease,Vomiting,effect/phenotype
